hedge,sentence,usage_a,usage_b,gold,hedge_gold
"parece","Me <strong>parece</strong> que deberíamos disociar el momento genético de las cuestiones de estructura: la filosofía deviene en metafísica, y la literatura, y las matemáticas y la poesía, y el periodismo, y esta discusión también ""deviene"" en metafísica.","Me parece que hay que esperar. (juicio)","Te pareces a tu padre en esta foto. (semejanza)",FALSE,FALSE
"ocasionalmente","Cosas que sólo <strong>ocasionalmente</strong> han interesado a las clases dirigentes vasca y catalana, que ganaron la guerra con Franco y la paz con Felipe González y que ahora pretenden constituirse en clase dirigente española mediante el chantaje, el uso y el abuso de derechos singulares obtenidos e institucionalizados durante la transición y, lo que es infinitamente más peligroso, el debilitamiento sistemático del Estado, que, les guste o no, se llama España.","Ocasionalmente visito a mis tíos en España.","Otro",FALSE,FALSE
"medio","En el caso de la democracia, son los ciudadanos individuales los que condicionan y controlan ese poder, por <strong>medio</strong> de las elecciones.","Juan está medio loco. (poco específico)","Mi asiento es el de en medio. (centro)",FALSE,FALSE
"sugiero","Por lo tanto, hay que enseñar a Kant, pero siempre frente a Espinosa.Esa es en resumen, la posición que <strong>sugiero</strong>.Y en Gijón tenemos buena ocasion para ahondar en la temática: Kant y similares frente a Espinosa...y las demás religiones, como el Islam, sin cuartel contra ellas por su fanatismo irracionalmente vil.","Sugiero que esperemos un momento. (juicio)","Sugiero y evoco recuerdos de la infancia al tocar el piano. (indirectamente)",FALSE,FALSE
"diria","Además de eso, yo <strong>diria</strong> a Zugasti justo lo contrario: ¿de dónde sacan las empresas sus divisas, sus infraestructuras para poder enriquecerse?","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"practicamente","También recuerdo que no contestó a <strong>practicamente</strong> ninguna de mis preguntas y en estas.. me fui de vacaciones y desconecté.","La película es prácticamente una parodia.","Otro",FALSE,FALSE
"a veces","¿Qué pasa entonces con todas esas experiencias en las que se miente en parte por timidez, en parte por vergüenza <strong>a veces</strong>, y otras veces incluso por hacer un favor?","A veces puedo ser un poco molesto.","Otro",FALSE,FALSE
"suena","Ojalá me equivoque pero esto <strong>suena</strong> a canto del cisne.","Tu idea me suena bien. (juicio)","Las bocinas suenan demasiado fuerte. (sonido)",FALSE,FALSE
"debe","Así opinan, entre otros, Cayetano,[2] Medina,[3] Soto,[4] Navarro[5] y Covarrubias[6]&gt;................&lt; Porque el precio de los bienes no <strong>debe</strong> estimarse en base al lucro de los comerciantes o al daño de los mismos, sino en base a la estimación común en el lugar en el que se venden, consideradas todas las circunstancias concurrentes; y esto es así aunque los comerciantes, por falta de suerte o de habilidad, obtengan escaso beneficio o sufran pérdidas, o aunque obtengan grandes beneficios por haber tenido suerte o haber trabajado con pericia.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"confio","Yo <strong>confio</strong> en los reproches de J. M. y Carlos, o.que., estaré equivocado.","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"seguro","En: Creo que fue Macià, o Companys, no estoy muy <strong>seguro</strong>.","El evento seguro será un éxito.","No es seguro caminar por estas calles.",FALSE,FALSE
"quiza","Así que si Zarpax se considera de derechas, pues muy bien, pero yo <strong>quiza</strong> apuntaría a la hipótesis de que sus motivos se encuentran más en fuentes ideológicas como la COPE que en las obras del materialismo filosófico, dado que Zarpax parece no compartir afirmaciones mías que están literalmente extraídas de libros y artículos de Gustavo Bueno.","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"siento","Si no es capaz de ver los equivalentes, que se remontan a Aristóteles, lo <strong>siento</strong>, pero aquí no estoy para dar lecciones a nadie, ni tampoco para soportar impertinencias ni chulerías catalanas varias.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"seguido","Pero la Justicia no ha dado las elecciones por inválidas procediendo a otro llamado electoral... entonces... la inercia de la corrupción ha <strong>seguido</strong> y muchos de los que ahora están reaccionando no son seguidores ni admiradores de Lopez Obrador pero se han hartado de semejante grado de corrupción, altivez y violencia.","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"pienso","No estoy de acuerdo contigo..., y encima <strong>pienso</strong> que aquí no se debería hablar de mi filosofía, que no existe, sino de la política y de lo político.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"considero","Te aseguro que no, y entre otras razones, te doy una que es el párrafo final de la cita anterior (con perdón) de Wikipedia (a la que obviamente no <strong>considero</strong> una autoridad) pero prefiero cortar y pegar, cuando comparto, que perder el tiempo escribiendo","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"de repente","La cuestión tampoco es que ahora, <strong>de repente</strong>, los catalanes tienen privilegios, porque siempre los han tenido.","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"necesariamente","Y, cuando el temperamento de los educandos lo precisa (como ocurre con los más testarudos), es necesario, por su propio bien (en relación al contexto del que <strong>necesariamente</strong> forman parte), aplicarles correctivos inmediatos y eficaces, como sabe cualquier psicólogo con dos dedos de frente (no olvidemos que psicólogos somos todos, pero unos más sensatos que otros).","No necesariamente lloverá esta tarde. (no se sabe con certidumbre)","La política está necesariamente conectada a la economía. (inevitablemente)",FALSE,FALSE
"por decir algo","Molina desvía la cuestión del Telos hacia asuntos muy legítimos pero que yo ahora no me siento muy tentado en profundizar, <strong>por decir algo</strong>.","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"poco","por otra parte, la filosofía anglosajona, enseñada de un modo muy <strong>poco</strong> o nada, adaptada a los intereses u problemas de Iberoamérica...que llevan a una total inoperancia o inocuidad política...","Sería poco prudente hablarle de esa manera. (juicio)","Hay poco gente en el público. (cantidad concreta)",FALSE,FALSE
"algunos","Concluyendo, entiendo que nadie haya querido meterse en esta camisa de once varas e, incluso, lo agradezco porque puede que a <strong>algunos</strong> les sentara bien, pero, a mí, me iba a quedar grande.","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"sin duda","Me suicidaré, <strong>sin duda</strong>, llegado el momento (como dije hace años que he tomado las debidas precauciones).","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"practicamente","Los amigos hipercríticos quieren ya <strong>practicamente</strong> enterrar al PP, cuando, como ha dicho Bueno, la relativa marcha atrás respecto al Estatuto se debe también a la presión del PP y los pre-ruidos de sables.","La película es prácticamente una parodia.","Otro",FALSE,FALSE
"generalmente","La violencia no es como se cree, <strong>generalmente</strong> un abuso de la fuerza, sino un abuso de la potencia.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"debe","No veo por qué el cine <strong>debe</strong> ser enjuiciado con unos parámetros diferentes a los de la filosofía.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"la mayoria","Esta espina es la siguiente: &lt;La religión mayoritaria no puede ir en contra de los trabajadores, por que sí la mayoría de la población es trabajadora es lógico que <strong>la mayoria</strong> de los miembros de las religiones mayoritarias sean trabajadores.&gt;","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"poco","En fin, parece inevitable que los secesionistas amenazando con irse- como si pudieran hacerlo si el gobierno de la nación pone los remedios adecuados- vayan poco a <strong>poco</strong> consiguiendo quedarse... con privilegios que otras regiones no tienen.","Sería poco prudente hablarle de esa manera. (juicio)","Hay poco gente en el público. (cantidad concreta)",FALSE,FALSE
"parcialmente","El Papa Ratzinger la ha encarnado <strong>parcialmente</strong>.","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"frecuentemente","La necesidad, absolutamente fundamental, de considerar lo peor se ignora <strong>frecuentemente</strong>, más aún, se menosprecia, precisamente por razones ideológicas.","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"espero","A todo esto, he leído en la bitácora de Luís de Pino, algo tan sorprendente que <strong>espero</strong> que alguno de los amigos de los foros lo confirme o desmienta: el PP dejó de nombrar a dos miembros del Tribunal Constitucional pudiendo hacerlo al final de su mandato, lo que será clave para la decisión de este órgano en su pronunciamiento sobre la constitucionalidad del Estatuto Catalán.","Espero que todo salga bien. (posibilidad)","Espero tu respuesta antes del Lunes. (orden)",FALSE,FALSE
"relativamente","Una vez muerta la Guerra Fría, la situación de Cuba y su papel estratégico podían darse por <strong>relativamente</strong> escasos.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"principalmente","Quiero decir que ahora el peso del gobierno de España recae <strong>principalmente</strong> en el PSOE, por tanto, este partido va a sufrir un desgaste mucho mayor en la inevitable comparación entre los deseos eticistas que mantenía en la oposición y la política realista (y en muchos casos ""no eticista"") que está llevando a cabo ahora.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"deberias","Ahora bien, si hablamos, como ha hecho en un reciente mensaje en los foros ""Actualidad"", Javier Delgado Palomar, de los sondicatos en Madrid, que han arado el Metro, y que él relaciona con una de las izquierdas que se clasifican en un libro de Teoría política, como es El mito de la izquierda, es de teoría política de lo que se está hablando...pero el ""mobbing"", un asunto psicológico exclusivamente, nada tiene que ver en este foro, a mi juicio, y Mª José, no <strong>deberias</strong> enfadarte, no tratar de darnos consejos para que hablemos al pueblo para que éste nos entienda y así pueda ser más soberano...el pueblo, en las democracias, es soberano el día de las votaciones...podrás discutir el modelo de partidos, podrás discutir asuntos sobre el tipo de listas de los partidos, no se, podrás, si ves algún foro, sugerir temas de Derecho, pero me parece que en estos foros se habla del derecho, como una parte de la teoría política..si en donde hayas estudiado, ""sólo"" te dieron un barniz de teoría política, podrías empezar a trabajar algunos textos de los que se te están sugiriendo: Hegel, Kelsen,Scmitt, Maquiavelo, Espinosa, el mismo Jellineck, hasta Hayek, yo que se, hay muchos teóricos de la política, pero no sólo Ernst Bloch o los que tú nos recomiendas, que al parecer ni siquiera son kantianos, son una especie de neotomistas..también hay una escuela de teoría política en la línea neotomista, como un tal Monzel...o si te interesa debatir, pues incluso la doctrina social de la Iglesia y sus vínculos con el krausismo, en fin...o deberías mirar las cosas con esa obsesión por ""salvar"" al prójimo..el prójimo, como estudió, a mi juicio, magistralmente, un tal Barrington Moore en la Alemania anterior a la II Guerra Mundial, lo que quiere es una política que lo mantenga lo más ""satisfecho"" posible..Hegel aseguraba que la libertad, la familia libre, era garantizada por el Estado...y parece que tenía parte de razón, incluso Marcuse le reconocía ese aspecto de su teoría política a Hegel...","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"parcialmente","A veces se reserva a un cautivo para un rito particularmente horripilante, en el que los indígenas se comen su corazón, hígado, riñones y tuétanos, sólo <strong>parcialmente</strong> cocidos y mezclados con jugo de tabaco.","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"mas o menos","Y esto comienza a hacer efecto del siguiente modo, que explica muy bien José María Carrascal en un artículo en el que dice, después de <strong>mas o menos</strong> preparar el asunto, lo siguiente:","Me dijeron más o menos qué tengo que hacer. (poco específico)","Usa más o menos azúcar de acuerdo a tu gusto. (cantidad concreta)",FALSE,FALSE
"raramente","O sea que, si bien da lugar a vida, <strong>raramente</strong> surge otra forma de vida; más bien se multiplica a sí misma.","Raramente ceno en ese restaurante.","Otro",FALSE,FALSE
"reducido","del Panfleto), control que se ejerce, repetimos, en todo orden político, tanto en las democracias &lt;materiales&gt; como en las aristocracias o monarquías, y cuya expresión máxima sería la desobediencia, el desacato y la abstención (vectores ascendentes y negativos de la capa del poder conjuntivo, poder conjuntivo para la formación de la systasis al que no puede quedar <strong>reducido</strong> empero todo el poder político -pág.","El espacio para convivir es reducido. (pequeño, pero sin especificar)","Los fondos para el arte se han reducido. (disminuido; bajado)",FALSE,FALSE
"principalmente","Los niveles sociales de la Edad Media dependían esencialmente de la desigualdad en la distribución de la propiedad, <strong>principalmente</strong> las tierras, y de la recaudación de contribuciones (pagos feudades o diezmos) para beneficio de las clases gobernantes.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"algo","¿Va a decirme Enrique Ward que lo que aplicaron los fundadores de la Argentina es <strong>algo</strong> per accidens?","Su salud es algo delicada. (se desconoce el grado)","Vi que algo se estaba moviendo. (se conoce la situación, no necesariamente los detalles)",FALSE,FALSE
"quiza","¿O es por teorías como la de Girard (bastante psicologista y reduccionista, repito, si no me equivoco <strong>quiza</strong> debiera haber repasado las notas que tomará entonces) por lo que Ud. busca mayor rigor?","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"virtualmente","; hace referencia únicamente a la capacidad de trabajo asalariado de que <strong>virtualmente</strong> disponen.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"algun","Esta concepción, sin embargo, no es útil, puesto que, como ya hemos visto, la limitación de medios es tan general que influye de <strong>algun</strong> modo en casi todos los tipos de conducta.","Algún lápiz habrá caído por la abertura.","Otro",FALSE,FALSE
"se ve","Atención a esta noticia que aparecía hoy según <strong>se ve</strong> en El Mundo, y que reproduce Libertad Digital:","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"frecuentemente","La clase obrera nunca ha tenido un partido propio, pues entre los obreros, como en cualquier otra capa social, han proliferado diversas corrientes y apoyos políticos, sin excluir las más conservadoras o las fascistas; y los varios partidos autoproclamados obreros han luchado entre sí, <strong>frecuentemente</strong> con afán de exterminio.","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"quiza","entiendo que se refiere (y <strong>quiza</strong> lamente) a que ni pincha ni corta, por así decirlo.","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"seguido","295) ¿Por qué habríais de hablar de algo de lo cual nada se saca excepto lo que Bueno dice a renglón <strong>seguido</strong>: que ""por lo menos la izquierda indefinida (nubes y nebulosidades) habrá ganado una gran batalla ideológica: que la derecha se sienta incómoda, por motivos éticos,...&gt;[/b], etc. Nada más.","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"practicamente","El confuso término ""latinoamérica"", de origen francés, que hoy usa <strong>practicamente</strong> todo el mundo, se fraguó interesadamente sobre estas líneas de fondo y hoy permite sencillamente eclipsar a España, a Portugal, a la Hispanidad, como si no guardasen ninguna relación específica ( no genérica: es decir, matar la especie por el género) con Méjico, Cuba, Venezuela, Chile,etc.","La película es prácticamente una parodia.","Otro",FALSE,FALSE
"gran parte","Entonces, toda la historiografía española o una <strong>gran parte</strong> de ella miente, son estafas intelectuales, teóricas.","Una gran parte de ustedes me conoce.","Otro",FALSE,FALSE
"poco","En fin, mi expresión Edén indiano resulta no sólo resulta exagerada, sino seguramente <strong>poco</strong> elegante y puede que hasta ofensiva.","Sería poco prudente hablarle de esa manera. (juicio)","Hay poco gente en el público. (cantidad concreta)",FALSE,FALSE
"sugiero","Si lo que quieren es ponerse a parir el uno al otro, les <strong>sugiero</strong> que no lo hagan en este foro, y si lo hacen por privado, luego no vengan a publicarlo.","Sugiero que esperemos un momento. (juicio)","Sugiero y evoco recuerdos de la infancia al tocar el piano. (indirectamente)",FALSE,FALSE
"seguramente","Cuando responde a objeciones de Pardo (que, creo, también ha visto lo que yo y <strong>seguramente</strong> lo explicaría mejor) vuelve a contorsionarse sin darse cuenta; ""filosofar"" es una sana costumbre, pero sin introspección alguna, resulta contraproducente.","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"sin duda","Al mediar en el problema etimológico remite a una traducción de una construcción latina (posiblemente original de Moro) del siglo XV-XVI que, además, se emplea de forma irónica, <strong>sin duda</strong>.","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"puede","La sensación que me produjo a mí y a aquellos con quien hablé (y no <strong>puede</strong> acusárseme de haber hablado sólo con unos pocos) fue que habíamos sido utilizados como terapia de grupo para un ponente muy caballeresco pero también muy tosco: con sus lloriqueos destrozó una película, un cuarto de hora y un tema que sí puede ser tratado con maestría filosófica: el amor.","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"diria","Por lo que veo lo que pretende este individuo es provocar y no por el mero hecho de provocar(como si fuera un modo ""personal"" de entretenerse en los foros), sino porque busca atacar con sus ""marrullerías"" vacuas de argumentos, vacías de razonamientos serios : cuando le parece acude al insulto, cuando le parece insinúa más o menos ""velada"" o descaradamente que somos un grupo sectario, cuando le viene en gana, utiliza ( <strong>diria</strong> que ya últimamente, lo hace siempre,) la tergivesación, una tergiveración lllena de auténtica rabia, y me atrevo a decir, odio, contra todo lo que tenga que ver con los textos y libros donde el materialismo filosófico está presente en tanto sistema antimetafísico, sin duda.","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"podrias","Yo no puedo dar cuenta de la Idea de revolución, ni su aplicación en contextos políticos ¿<strong>podrias</strong> ayudarme?","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"imagino","En el último medio siglo ha contado con la colaboración entusiasta de los nacionalistas catalanes y vascos, a los más perversos de los cuales <strong>imagino</strong> estupefactos ante la estolidez de los progres españoles (aunque les pese).","Imagino que hay que actuar cuanto antes. (juicio)","Imagino un mundo sin violencia. (capacidad)",FALSE,FALSE
"podrias","Ahora vamos a desmenuzar el resto del último mensaje tuyo... Sigamos con las chinas del río: Por mucho que en una hipotética locura tuya las trabajases a pico y pala durante cuarenta días, no <strong>podrias</strong> luego vender de esa arena ni un sólo puñado de ella en la playa de Gijón.","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"aparentemente","Es verdad que existe un sector de esa jerarquía que mantiene una actitud <strong>aparentemente</strong> uniforme frente al poder político.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"seguido","Muchos condenaban tu muerte en sí, como los atentados de entonces, sin embargo añadían tras la frase de repulsa un pero y mostraban a renglón <strong>seguido</strong> comprensión hacia las motivaciones de tu asesino.","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"poco","Y cada vez se menos a cuento de que esta discusión: basta con admitir que ela forma ·sin la URSS no habría habido...."" es <strong>poco</strong> afortunada, confusa, imprecisa y no puede ser cuestionada en tanto que no cabe rechazarla ni verificarla","Sería poco prudente hablarle de esa manera. (juicio)","Hay poco gente en el público. (cantidad concreta)",FALSE,FALSE
"considero","¿Entiende que se equivoca si piensa que me <strong>considero</strong> «el Pueblo» o que soy insignificante?","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"alguna","Además, si espabilar es votar a <strong>alguna</strong> opción no nacionalista, lo llevan crudo: en el parlamento catalán hace años que dejó de hablarse español, y ningún partido plantea otra cosa que no sea seguir ahondando en las «señas identitarias» (PP incluido, por supuesto).","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"de repente","Aquí la única contradicción proviene de quien se pasa días defendiendo la teoría marginalista del valor y <strong>de repente</strong>, por arte de magia, cita a Bourdieu para decir que ha superado la teoría marginalista del valor.","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"suena","Desde mi punto de vista, la cuestión es meramente terminológica y me pregunto (también a mí mismo): ¿no abandonamos el término 'verdad' porque quizás <strong>suena</strong> muy bien?","Tu idea me suena bien. (juicio)","Las bocinas suenan demasiado fuerte. (sonido)",FALSE,FALSE
"alguno","Por eso no puede existir Dios ni el Alma inmaterial, pues ni son codeterminables, ni tienen referente corpóreo <strong>alguno</strong>, pues se les suponen infinitos: Dios es omnipotente, el alma es inmortal, etc.","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"bastante","La verdad es que nos hace falta, porque el sentimiento de los españoles en relación con el despedazamiento de nuestra Nación y nuestro Estado, hechos de los que la mayoría no se está enterando, es <strong>bastante</strong> soso.","Hay bastante trabajo por hacer.","Otro",FALSE,FALSE
"considero","Por tanto, <strong>considero</strong> que no era necesario que usted me dijera que ""ni todo es química, ni todo es ética, ni todo es política, estimado Marcos.","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"alguien","donde me quepan es otro cantar, que sería preferible no cantar ahora La libertad excedida no es democracia, no es ni siquiera libertad En democracia no se puede --en todo caso, no se debehacer cualquier cosa, no todo ha de estar permitido, es preciso un límite: o nos autolimitados o y aquí tiene razón, José María<strong>alguien</strong> acabara poniendo ese límite por nosotros Y a la fuerza: dictadura, e incluso, el fascismo-que-viene o que-asoma-cada-vez-con-menos-pudor- la-patita-por-debajo-de-la-puerta","Alguien tendrá que limpiar este desastre. (no se sabe quién)","Carlos es alguien en quien confiar. (se sabe quién)",FALSE,FALSE
"espero","Si nos ponemos, el «más amigo de Platón que de la verdad» se puede interpretar como el ser más amigo del PP que de la verdad, y <strong>espero</strong> que no se me malinterprete a mí tampoco.","Espero que todo salga bien. (posibilidad)","Espero tu respuesta antes del Lunes. (orden)",FALSE,FALSE
"confio","No <strong>confio</strong> ni creo que la Justicia de los hombres pueda ser garante de igualdad alguna; por eso dije:","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"deberia","Sobre la segunda parte también reconozco que <strong>deberia</strong> haber sido más preciso.","Debería ser difícil para tu familia.","La casa debería construirse en dos semanas.",FALSE,FALSE
"quien sabe","Aunque <strong>quien sabe</strong> si me equivoco, pues el esclavo del Menón conocía rudimentos geométricos.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"puede","""Ahora hemos encontrado pruebas de la presencia de agua líquida en la actualidad"", añadió, tras mostrar sus dudas sobre la naturaleza del líquido: ""<strong>puede</strong> ser agua salina, agua que contenga una gran cantidad de sedimentos, agua ácida, no lo sabemos, pero es definitivamente agua, H2O"".","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"encuentro","Una pregunta: ¿hay prevista la publicación de actas o artículos sobre el <strong>encuentro</strong>?","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"alguna","De hecho, la mayoría de los que intervenimos en este foro no militamos en fuerza política <strong>alguna</strong>, y si algunos de nosotros hemos militado en algún partido político en el pasado, este no ha sido precisamente el PP como es bien sabido.","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"rara vez","Pero en lo que no estoy de acuerdo es en eso de que el cómic es siempre muy ideológico, o que el dibujante o el guionista <strong>rara vez</strong> sean filósofos.","Rara vez ceno en ese restaurante.","Otro",FALSE,FALSE
"generalmente","Vaya por delante que, acaso por tender al historiadorismo, si no al historicismo más denigrado (<strong>generalmente</strong> sin saber lo que es), nunca me ha resultado símpatica la damnatio memoriae : a lo hecho o dejado hacer, ""pecho"" o ""ajo y agua"", respectivamente.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"podria","Sampedro murió envenenado cuando <strong>podria</strong> haberlo hecho de otras formas más lentas y placenteras y cuando todavia tenia suficiente lucidez como para leer, estudiar o comer sardinas y lo hizo, además, en un tiempo y un lugar en el que disponia de morfina, heroína (en el mercado negro), benzodiazepinas y toda clase de euforizantes y anestésicos que le hubieran acortado la vida (cuestión que habría de tratarse también: el eu no es ajeno al tanathos).","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"algo","Y no es, desde luego, el 'psicón' <strong>algo</strong> mental (en el sentido, al menos, en el que parece usar el término Rodríguez Vega).","Su salud es algo delicada. (se desconoce el grado)","Vi que algo se estaba moviendo. (se conoce la situación, no necesariamente los detalles)",FALSE,FALSE
"quien sabe","¡AAAAALTO!!!..... Esto ya es muy cierto, pues ese ""<strong>quien sabe</strong>"" es lo que todo el rato he dicho yo, esto es: eso es la negación de la hipóstasis, pues de las hipóstasis efectivamente que nunca sabremos si pudo ser de otra manera ya que la pregunta por una posibilidad que jamás se dará es un absurdo.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"seguramente","El protohombre del paleolítico <strong>seguramente</strong> veía a ciertos animales como nosotros veríamos a los extraterrestres si se presentasen ante nosotros, más que como hoy día vemos (en las ciudades) a los animales (después de la domesticación y casi extinción de nuestro ámbito envolvente).","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"podria","Sobre el asunto de fondo: Sugiero que el enfoque liberal que defiende, entre otros, Eduardo Robredo, <strong>podria</strong> considerarse quizás como una especie de ""reduccionismo"" economicista.","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"tecnicamente","Sólo uniendo esfuerzos y con una visión imperial, como Bueno sugiere en el libro España frente a Europa, Iberoamérica pòdrá sobrevivir ante el empuje imperia de EEUU y del IV Reich en formación(Alemania), para eso, es urgente esa sociedad Iberoamericana, efectiva <strong>tecnicamente</strong>, que opere veluti una mens, como si de una sola mente se tratara...para poder hacer prolepsis,planes, proyectos, de envergadura...hay que reconocer que los banqueros españoles, que han sabido y podido luchar por evitar el imperio bancario de los norteamericanos, han adelantado la técnica, vía capa basal y cortical, a los propios políticos...","Técnicamente no es una respuesta correcta. (estrictamente)","Los resultados del estudio son técnicamente precisos. (de acuerdo a la técnica)",FALSE,FALSE
"probablemente ","Yo ya dije en su momento que dicha representación canallesca de una guerra patria, <strong>probablemente </strong>era buena idea para reclutar eficientísimos matarifes, de los que seguramente hacen falta para derrotar al Islam en la guerra, al Islam, enemigo nuestro y también del Imperio.","Probablemente sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"bastante","Para colmo y por pura casualidad, ayer mismo leía Historia y filosofía de Francisco Fernández-Santos, resultando que el capítulo 6 (el central o más importante de los 7 ensayos-capítulos que contiene) es <strong>bastante</strong> apropiado para el caso.","Hay bastante trabajo por hacer.","Otro",FALSE,FALSE
"un par","Sólo <strong>un par</strong> de apuntes.","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"imagino","El problema está en los efectos que produciría una dictadura sobre nuestra economía, las relaciones internacionales (ya de por sí deterioradas por culpa de ZP) y, en última instacia, el conflicto social que produciría nuevamente en España (porque me <strong>imagino</strong> que los de la antiEspaña no se iban a quedar cruzados de brazos ante un dictador que pretende eliminarlos o echarlos de España).","Imagino que hay que actuar cuanto antes. (juicio)","Imagino un mundo sin violencia. (capacidad)",FALSE,FALSE
"no se","Y <strong>no se</strong> trata de una mera opinión, un sentimiento subjetivo de J. Manuel, sino que se afirma como un hecho objetivo y probado una intención mía.","No sé si sea la mejor idea. (incertidumbre)","Esto no se puede hacer en menos de una hora. (negación)",FALSE,FALSE
