hedge,sentence,usage_a,usage_b,gold,hedge_gold
"por decir algo","atacar a una persona que escribe en El Revolucionario, con ese estilo tan difuso,confuso y escaso de argumentos que exhibe Rodríguez Vega, depende de la capacidad de cada cual, pero el que ese atacante entre en estas vilezas AJENAS tanto a lo que son los foros, como lo que es El Revolucionario, es ciertamente, <strong>por decir algo</strong> que no suene feo: triste y lamentable.","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"tal vez","Si Gustavo Bueno considerase... &lt;que la Religión es un proceso histórico que empieza en el Paleolítico y que termina en nuestros días.&gt;... (¡Qué categorización!)..., no habría <strong>tal vez</strong> escrito ese libro, pues de ser así, trataría de un tema ya añejo, obsoleto, algo así como el problema teológico que no lógico- del sexo de los ángeles en su relación con el imperialismo capitalista... Aparte de que en el paleolítico no había lógica ni los númenes eran un producto lógico suyo ni la lógica un producto de los númenes, para que ahora hubiéramos de abandonar el análisis lógico de la religión o la mismísima lógica filosófica (Pág.","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"varios","Ahí tenemos, al Opus Dei o a los Legionarios de Cristo, obra corporativa y orden de la que participan o han participado sin ir más lejos <strong>varios</strong> ministros y algunos de los más importantes empresarios españoles, para nada de forma testimonial.","Tenemos varios servicios disponibles.","Otro",FALSE,FALSE
"aproximadamente","Va a ser difícil convencer de que debería analizarse la evolución del Materialismo filosófico en función de los cambios políticos de la Sociedad Española y de las generaciones que ha habido (Tres generaciones <strong>aproximadamente</strong>) Igual de eficaz que las oleadas podría ser hablar de giroso ideológicos copernicanos en el materialismo filosófico, empezando por el propio Gustavo Bueno.","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"varios","A mí, tal respuesta, me produjo un movimiento neuronal que, tras <strong>varios</strong> dimes y diretes sinápticos produjeron un filosofismo historicista que aquí parece estar de más.","Tenemos varios servicios disponibles.","Otro",FALSE,FALSE
"alguno","Aparece Educación para la ciudadanía (sin adscribirla a departamento <strong>alguno</strong> y sin contenidos precisados)","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"probablemente ","Pero es éticamente despreciable y <strong>probablemente </strong>jurídicamente denunciable.","Probablemente sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"basicamente","(Por cierto, aludía según otra edición; <strong>basicamente</strong> se dice lo mismo, pero hay cierta diferencia de interpretación, no referida a la Política sino a lo que dijo Aristóteles: «Las cosas bellas y justas que considera la Política poseen mucha diversidad e incertidumbre, de forma que parecen existir sólo por convención, no por naturaleza».","La película es básicamente una parodia.","Otro",FALSE,FALSE
"deberias","En tu papel de anfitrión <strong>deberias</strong> habérselas mostrado.","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"creo","Eso <strong>creo</strong>.","Yo creo que hay que esperar. (juicio)","Yo creo en la resurrección de Jesucristo. (creencia)",FALSE,FALSE
"necesariamente","Ismael Carvallo aboga por más Estado: &lt; La reducción de la desigualdad y la pobreza será una de las necesidades tácticas prioritarias para todos los Estados iberoamericanos y para la séptima generación de la izquierda.&gt;......También lo ve en relación al Imperio: &lt;implica <strong>necesariamente</strong> una dialéctica de imperios&gt;........Y todo esto es Estado y siempre Estado...Ya que el Imperio sea cual sea- es un superestado, un supérese político insoslayable.","No necesariamente lloverá esta tarde. (no se sabe con certidumbre)","La política está necesariamente conectada a la economía. (inevitablemente)",FALSE,FALSE
"podrias","Quizás <strong>podrias</strong> acabar tus mensajes con un amén, o mejor aún, mandando a los impíos a la hoguera por brujos.","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"supongo","Dependerá <strong>supongo</strong>, de la doma del pueblo: cuanto más socialista sea el pueblo o crea serlo, mejor y más grandemente se le podrá mentir.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"virtualmente","Lo que sí está en marcha es, no una reforma de la constitución, sino una reforma del estatuto jurídico de la relación entre una determinada comunidad autónoma y el Estado que, <strong>virtualmente</strong>, sí pide una reforma de la constitución.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"podrias","¿de donde sacas tú -o <strong>podrias</strong> sacar- que la materia orgánica es mejor o peor que la materia inorgánica?","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"alguna","Yo hubiese querido ver <strong>alguna</strong> respuesta de estos mis muy apreciados materialistas en busca de una Séptima Ilusión sobre estos egregios asuntos que he tratado de exponer aquí...","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"pienso","Tanto es así, que el ejemplo del tejerazo no me parece muy bueno, ya que yo <strong>pienso</strong> que precisamente eso, el tejerazo, fue un empujar.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"algunos","Seguramente esa maravilla se parece a esta otra: &lt;...ahora bien y por lo que sea, son muchos miles los que leen mis escritos, supongo que algo contendrán, lo que hace sonreír es lo que <strong>algunos</strong> fantoches escriben; que mis escritos no tienen contenido.","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"aparentemente","Lamento mucho no tener a mano la última obra de Bueno, de la que sólo he leído la (<strong>aparentemente</strong>) excelente reseña de RP publicada en el Catobeplas.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"bastante","Si se trata de cambios de gobiernos (incluso de régimen o grupo dominante) te diré que me son <strong>bastante</strong> indiferentes (dada mi marginalidad práctica), pero si se trata de cambio de ""sistema""... afirmo que este sistema es el único posible y el único universal mejor: la sociedad existente, capitalista, como dije y como dice Ludwig von Mises: &lt;La sociedad es la solidaridad de los intereses.&gt;... Y solamente hay solidaridad donde hay intereses privados, egoístas, comunes...","Hay bastante trabajo por hacer.","Otro",FALSE,FALSE
"de repente","Cualquier cosa que Vera pudiera decir de Rubalcaba -quien, por otra parte, llegó al Gobierno de González bastantes años después del apogeo de los GAL- sería mucho menos inconveniente para el actual titular de Interior que verse, <strong>de repente</strong>, con la que tiene encima entre ETA y los cayucos, identificado como protector de un individuo así.","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"siento","Molina desvía la cuestión del Telos hacia asuntos muy legítimos pero que yo ahora no me <strong>siento</strong> muy tentado en profundizar, por decir algo.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"deberia","Por ese mismo criterio Zapatero <strong>deberia</strong> haber dimitido ya hace meses (incendios en toda la península, uno de ellos ha costado la vida a nueve personas); pero es que por ese mismo criterio también debería haber dimitido Bono (17 muertos en combate, perdón, por un golpe de aire) y también debería haber dimitido Maragall por el agujero del Carmelo; ¿seguimos?","Debería ser difícil para tu familia.","La casa debería construirse en dos semanas.",FALSE,FALSE
"pienso","Por lo demás, que los palestinos muestren tal capacidad de unión y de lucha merecería algún encomio si lograsen el presunto objetivo (yo <strong>pienso</strong> más bien que los palestinos buscan mantener el conflicto contra los israelíes, más que crear su propio estado) de un estado independiente y soberano, que sin embargo no aparece por ninguna parte en ningún momento de la Historia.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"sin duda","Por espacio de dos años fueron empleadas varias personas en copiar o extraer, según sus indicaciones, los documentos originales que se encontraban en dicho archivo.(..) Llorente empezó a publicar en España el primer trabajo de su Historia crítica de la Inquisición, trabajo incompleto <strong>sin duda</strong>, pero al cual debía dar los últimos toques en Francia cuando los reveses del ejército francés obligaron a José Bonaparte a dejar España.","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"particularmente","Felipe tuvo duras palabras de reproche para el actual presidente del Gobierno: descontento profundo con Rodríguez Zapatero, que ha abierto un melón con una irresponsabilidad total, y <strong>particularmente</strong> crítico con Maragall.","Esto no es particularmente divertido.","Otro",FALSE,FALSE
"deberias","La realidad del Mercado pletórico, <strong>deberias</strong> decir.","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"usualmente","exclamó Epigmenio Ibarra, el director de Argos, cuya compañía con algún respaldo del Partido de la Revolución Democrática, desplegó 24 CÁMARAS para cubrir (a los acá arreados de: nota del traductor) la marcha del silencio  ([iAun más difícil que la toma, comentó el señor Ibarra es resolver cómo distribuir y mostrar el material, el cual <strong>usualmente</strong> termina en pantallas universitarias."")(jajajajaj)","Usualmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"gran parte","Y creo que ha sido porque materialmente los asuntos tratados están muy cercanos (me remito a lo dicho allí en <strong>gran parte</strong>).","Una gran parte de ustedes me conoce.","Otro",FALSE,FALSE
"deberia","Y dejémonos de aspavientos grandilocuentes sobre esa ""invitación a la venganza privada""... Felipe <strong>deberia</strong> dar él el magnifico paso y librarnos de un bicho humano repugnante y así nos ahorraríamos filosofadas huecas.","Debería ser difícil para tu familia.","La casa debería construirse en dos semanas.",FALSE,FALSE
"varios","Existen complicidades que el juez no está dispuesto a descubrir; si no, deberían estar detenidos o imputados agentes de <strong>varios</strong> Cuerpos de Seguridad».","Tenemos varios servicios disponibles.","Otro",FALSE,FALSE
"rara vez","Pero en lo que no estoy de acuerdo es en eso de que el cómic es siempre muy ideológico, o que el dibujante o el guionista <strong>rara vez</strong> sean filósofos.","Rara vez ceno en ese restaurante.","Otro",FALSE,FALSE
"quiza","Pero si en marzo mayea, <strong>quiza</strong> en mayo marceará, y allí daremos cuenta.","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"diria","Los caracoles son como <strong>diria</strong> Mariategui: una creación heroica, ni copia ni calca.","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"principalmente","Por supuesto que buscan atraerse a todo tipo de gentes, pero <strong>principalmente</strong> a los mas desposeidos porque éstos son mas propensos a interpretar que sus desgracias se deben al enemigo que en las escuelas coránicas se encargan de describir machaconamente.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"parcialmente","Creo que parcialmente es cierto lo que dice Felipe y digo <strong>parcialmente</strong>, por dos razones:","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"algun",", es cosa que yo dejo también a los ratones... Pero esto es lo que me temo y me da miedo: que ya se me está acusando de idealista y de poseer &lt;rasgos de idealismo o hegelianismo subyacente en algunos contertulios&gt;, como dice Eliseo...Parece que me estén fluidificando desde <strong>algun</strong> punto fijo...","Algún lápiz habrá caído por la abertura.","Otro",FALSE,FALSE
"bastantes","Se presentaron ocho comunicaciones, <strong>bastantes</strong> más que en la anterior edición, y si bien algunas reflejaron la perspectiva del materialismo filosófico, otras defendían la necesidad de mejorar los mecanismos de participación democrática votando más veces y otras defendiendo la ideología del estado de derecho.","Hay bastantes cosas por hacer.","Otro",FALSE,FALSE
"bastantes","Si tuviera una mayor capacidad económica y posibilidades de permisos en el trabajo, seguro que iría a <strong>bastantes</strong> más congresos, porque me parece interesante estar en ellos para discutir y poner a prueba mis tesis,etc.","Hay bastantes cosas por hacer.","Otro",FALSE,FALSE
"pienso","Sabiendo que los ""socialdemócratas"" zapaterinos han renunciado a la nación dejándola en manos del Partido Popular y van de fragmento en fragmento de España tratando de conseguir por partes con la ayuda de los nacionalistas lo que no conseguirían en conjunto y teniendo en cuenta la nula inversión realizada en la capital <strong>pienso</strong> que ""si no contamos los votos de Madrid"" puede encerrar un auténtico programa político para coger el país por la espalda, aliándose con secesionismos y demás ralea.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"bastante","Dicho de otro modo: Bunge, y aquí lo vemos con <strong>bastante</strong> claridad, yuxtapone materia y forma, mediante un adecuacionismo entre materia y forma, no demasiado original, por cierto.","Hay bastante trabajo por hacer.","Otro",FALSE,FALSE
"usualmente","Claro, claro, claro... sucede que la Idea de Estado que maneja <strong>usualmente</strong> un liberal en su deliberadamente confuso discurso, deliberadamente ideológico, es por completo distinta a la que manejamos, o deberíamos manejar aquí nosotros, en los foros de filosofía de Nódulo Materialista.","Usualmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"gran parte","Sólo trato de sacar conclusiones, porque esto cambia totalmente el escenario; creo que una <strong>gran parte</strong> de los contertulios damos por buena la tesis central de ""El mito de la izquierda"".","Una gran parte de ustedes me conoce.","Otro",FALSE,FALSE
"parece","Si hay necios <strong>parece</strong> lógico que también haya sabios sin tener por ello que acabar en la Sabiduría Suprema o Dios que supuestamente lo conoce todo, pues un sabio no lo sabe todo pero sabe mucho, y sobre todo lo sabe de manera noble, esto es, por la virtud política que va ligada al buen gobierno de una república o Estado feliz, esto es: poderoso, que sabe bien.","Me parece que hay que esperar. (juicio)","Te pareces a tu padre en esta foto. (semejanza)",FALSE,FALSE
"entiendo","Eso de que "" no nos haga daño"" la lectura de Heidegger, no lo <strong>entiendo</strong>,francamente...pero imagino que es un modo de hablar, un tanto retórico,(acaso),en la propia conferencia ante el público.De no ser esto, me gustaría saber a qué se refería más concretamente Peñalver.","Como yo lo entiendo, me quedaré en tu casa mañana. (juicio)","Yo entiendo la tarea de matemáticas. (comprensión)",FALSE,FALSE
"encuentro","De hecho, yo repetí hasta la saciedad que para Marx las únicas clases importantes en El Capital eran burguesía y proletariado, Andrés González me dice que es mentira, que me lea a Marzoa, y cuando <strong>encuentro</strong> que Marzoa me da la razón, ahora se escabulle la cuestión hablando de organizar la lucha de clases desde las Ideas de ""burguesía"" y ""proletariado"", algo que yo jamás propuse ni creo que sirva de mucho en la perspectiva actual de España, que es el contexto de la discusión.","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"considero","El Estado ha de ser poderoso y no <strong>considero</strong> que el Estado sea el mal, ni siquiera un mal menor.","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"relativamente","Este movimiento beneficia siempre a los consumidores, pues permite que los capitales se inviertan allí donde son <strong>relativamente</strong> más productivos.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"rara vez","Atravesados por las ventajas de los campos y ondas actualmente existentes <strong>rara vez</strong> tenemos ocasión de hacernos con algo de provecho, sobre todo por la red de dentro.","Rara vez ceno en ese restaurante.","Otro",FALSE,FALSE
"creo","Por otro lado no <strong>creo</strong> que ustedes conozcan a ningún narcotraficante estadounidense.","Yo creo que hay que esperar. (juicio)","Yo creo en la resurrección de Jesucristo. (creencia)",FALSE,FALSE
"quiza","Además, <strong>quiza</strong> sea tarde ya.","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"alguien","No sabemos a la Verdad a la que se refiere monseñor Ballesta, ni si, de hecho, ha leído, o al menos ha logrado entender una palabra del sistema de Bueno, pero desde luego que, el hecho de sufrir atentados por la defensa de una doctrina tan absurda como la que mantiene no lo convierte en <strong>alguien</strong> fantástico.","Alguien tendrá que limpiar este desastre. (no se sabe quién)","Carlos es alguien en quien confiar. (se sabe quién)",FALSE,FALSE
"sin duda","Evidentemente, no se refiere concretamente al derrotero que ha tomado la discusión, pero sí a uno de los que podía haber seguido, <strong>sin duda</strong>.","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"se ve","Naciones muy prósperas y eutáxicas como <strong>se ve</strong>, y con unas tasas de mortalidad muy bajas","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"alguno","Aquí el universalismo de las religiones olvida toda particularidad en pro del diálogo entre la fe y la razón como si fuese posible la razón de <strong>alguno</strong> de los dos dioses o bandos... El diálogo de civilizaciones (""diálogo interreligioso"" y multiculturalista) como mito suple al enfrentamiento mítico de las civilizaciones de Hunttington de parecida manera a como el Pacto de civilizaciones de este necio nuestro pretende ocultar el conflicto perenne entre Estados.","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"seguro","No puedo estar <strong>seguro</strong>, pero creo que muchos lectores de estos foros no se atreven a decir ni mu, cuando no sólo saldrían de ellos mugidos.","El evento seguro será un éxito.","No es seguro caminar por estas calles.",FALSE,FALSE
"espero","Así que, mientras que los recibo, y leo/pienso un poco más, si quisiera comentarte algo: tras la lectura de las páginas que acerca de la legitimidad y la legalidad escribió Freund en la Esencia de lo político no tengo reparo alguno en afirmar que --aunque hay aún algunas cuestiones que no te concedo y <strong>espero</strong>, cuando pueda, seguir discutiendo-- en lo de la relación entre legitimidad y duración tenías razón tu y no yo, pues he de admitir que la duración en si del régimen o el gobierno es más importante de lo que yo estaba dispuesto a concederle, en lo que a la legitimidad (a posteriori y a medio-largo plazo se refiere que es, por lo demás, la que más nos interesa).","Espero que todo salga bien. (posibilidad)","Espero tu respuesta antes del Lunes. (orden)",FALSE,FALSE
"alguna","Esto es sin duda <strong>alguna</strong> una flor digna de quedar grabada en estos muertos Foros:","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"algunos","Yo creo al final va a haber algo de opinión porque veo que es a donde va derivando el debate que <strong>algunos</strong> (cada vez menos, por suerte para la eutaxia) somos una lacra porque asumimos nuestras responsabildades y tenemos una ética de la que no nos desentendemos con la pasmosa facilidad con que lo hace la mayoria (especialmente los comunistas y otros socialistas).","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"basicamente","Parece que la concepción clave es la del Proyecto Gran Simio y su piedad para con los animales, es decir, el antitaurinismo es <strong>basicamente</strong> angular, sin perjuicio de manifestaciones de carácter radial o circular como las ya reseñadas, pero que serían sin duda vistas «con otros ojos»: como ya señala Tresguerres en Los dioses olvidados, existe una gran sensibilización respecto a los toros, pero no ocurre lo mismo frente a la caza, porque la caza se ve como una práctica radial, al contrario de la tauromaquia, ceremonia angular por excelencia.","La película es básicamente una parodia.","Otro",FALSE,FALSE
"asumo","yo <strong>asumo</strong> las responsabilidades que me correspondan por exponer aquí","Yo asumo que me darán un aumento. (posibilidad)","Yo asumo la posición de director. (acción)",FALSE,FALSE
"siento","Y me <strong>siento</strong> interpelado, porque hemos compartido muchas horas de conversación en estos últimos años.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"confio","No <strong>confio</strong> ni creo que la Justicia de los hombres pueda ser garante de igualdad alguna; por eso dije:","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"seguramente","El protohombre del paleolítico <strong>seguramente</strong> veía a ciertos animales como nosotros veríamos a los extraterrestres si se presentasen ante nosotros, más que como hoy día vemos (en las ciudades) a los animales (después de la domesticación y casi extinción de nuestro ámbito envolvente).","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"parcialmente","Ahora bien, dependiendo de cómo entendamos ‘causalidad’ obtendremos diversos graduaciones dentro del determinismo, simplificando en exceso, podríamos hablar de un determinismo formalista o absoluto (¡el futuro está ya plenamente cerrado!) y de un determinismo materialista o relativo (¡el futuro está todavía <strong>parcialmente</strong> abierto!).","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"aproximadamente","Y quedan por juzgar los terribles hechos de la denominada Masacre de Madrid (200 muertos, 1500 heridos y miles más en el alma), donde el Gobierno (PSOE) ha puesto todos los obstáculos... imposible de enumerar; para que no se aclare apenas nada de lo mucho que evidentemente está tapado (a muchos de los señalados las han ascendido de categoría) y que los periódicos y emisoras han denunciado con una profusión que asusta; lo afirma la COPE en su diario de noticias de hoy 28-08-2005 a las once de la mañana <strong>aproximadamente</strong>.","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"multiples","En definitiva, <strong>multiples</strong> maneras tiene el cine de relacionarse con las demás artes.","Tenemos múltiples servicios disponibles.","Otro",FALSE,FALSE
"gran parte","La cuestión, sin embargo, tiene otro carácter cuando la sublevación es propiamente militar, es decir, de todo el Ejército o de una <strong>gran parte</strong> de él.","Una gran parte de ustedes me conoce.","Otro",FALSE,FALSE
"rara vez","Finalmente, se diga lo que se quiera sobre si la ley humana puede o no admitir esta opinión cuando la defraudación tiene lugar de buena fe cosa que sucede <strong>rara vez</strong> y difícilmente se puede probar, hasta el momento, nada que se conozca haya establecido sobre el tema; por lo que debe aplicarse el derecho natural anteriormente explicado.","Rara vez ceno en ese restaurante.","Otro",FALSE,FALSE
"esencialmente","¿Por qué la naturaleza del infinito es <strong>esencialmente</strong> insensible a lo finito, si al cabo no es más que un agregado de finitud?»","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"multiples","Esta cuestión de establercer relaciones, empero, puede ser bastante complicada pues, como en la aritmética o en la lógica, existen <strong>multiples</strong> variantes y sólo una insignificante minoría son válidas.","Tenemos múltiples servicios disponibles.","Otro",FALSE,FALSE
"deberia","Pardo <strong>deberia</strong> dar muestras de que eso no es así.","Debería ser difícil para tu familia.","La casa debería construirse en dos semanas.",FALSE,FALSE
"considero","Lo <strong>considero</strong> de este modo(entre otras razones) por lo siguiente:","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"tecnicamente","Voy a introducir textos en mayúsculas ara comentar sobre sus tesis o propuestas y comentarios.Más que nada por considerar que es un método de escribir que ayuda a planterar <strong>tecnicamente</strong> el tema:","Técnicamente no es una respuesta correcta. (estrictamente)","Los resultados del estudio son técnicamente precisos. (de acuerdo a la técnica)",FALSE,FALSE
"ocasionalmente","Cosas que sólo <strong>ocasionalmente</strong> han interesado a las clases dirigentes vasca y catalana, que ganaron la guerra con Franco y la paz con Felipe González y que ahora pretenden constituirse en clase dirigente española mediante el chantaje, el uso y el abuso de derechos singulares obtenidos e institucionalizados durante la transición y, lo que es infinitamente más peligroso, el debilitamiento sistemático del Estado, que, les guste o no, se llama España.","Ocasionalmente visito a mis tíos en España.","Otro",FALSE,FALSE
"podria","Es verdad que también <strong>podria</strong> hacer lo contrario: con mito o sin mito (¿no eran falsas también -mitológicas, por así decir- algunas de las razones esgrimidas por el PSOE contra la guerra de Iraq?).","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"frecuentemente","El sonido se desenvuelve físicamente en el espacio, y la Teoría de la Acústica estudia ese fenómeno, pero la Música se desarrolla en el tiempo: sus elementos, Armonía, Melodía y Ritmo, y como consecuencia el Lenguaje Musical (en tanto que disciplina académica, más <strong>frecuentemente</strong> conocida como solfeo) sólo pueden ser explicados en una sucesión temporal.","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"sin duda","Sobre el alcance del capítulo 5 del libro, <strong>sin duda</strong>, hay mucho que analizar y aprovechar, pues la trituración de este concepto de felicidad llevado a cabo por Bueno en este libro magistral es como señalan tanto José Manuel como Rodríguez Vega, un asunto que a muchos va a ""llegar al alma""... y por supuesto, supone un punto d einflexión en el modo de entender la política, no sólo la cuestión de la felicidad psicológica más o menos al uso de manuales de hágalo usted mismo y sea un poc omás feliz cada día...","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"encuentro","Yo solo estoy entendiendo qué es el ser humano, y me moriré aprendiendo porque cada vez <strong>encuentro</strong> mas enfoques sesgados del ser humano que me enseñan que es tan complejo entenderlo, como que merece la pena dedicarse una vida entera a ello.","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"casi","Si a esto le añadimos el que la programación es bastante similar en <strong>casi</strong> todas las cadenas, al final los índices de audiencia me parecen bastante poco apropiados para medir preferencias o apetencias.","Casi no hay librerías en el pueblo. (se desconoce la situación)","Casi llego tarde a la junta. (se conoce la situación)",FALSE,FALSE
"considero","Hemos llegado a algunas conclusiones sobre la obra de Trier que <strong>considero</strong> interesantes, pero tras pensar con detenimiento el análisis en concreto, debo decir que esta crítica, tanto la de Ysern como la mía propia, puede mantenerse hasta el infinito provocando un presumible tedio entre los contertulios.","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"raramente",""" Eu penso que hoje em dia <strong>raramente</strong> as pessoas ajudam aos pobres que passam fome.","Raramente ceno en ese restaurante.","Otro",FALSE,FALSE
"parece","mi insistencia en introducir la idea de anamórfosis en la cuestión de la especificidad angular de la guerra tiene, me parece, fudamento en la distinción entre anamórfosis diamérica y anamórfosis metamérica, y si lo que Iñigo dice un párrafo antes del final del último de sus mensajes,respecto de la refluencia de componentes angulares en la guerra, cosa que no niego en absoluto, si lo angular consiste en ""comerse"" a los enemigos o en imponerles las ceremonias victoriosas, pero esto es lo que no <strong>parece</strong> ser esencial, sino un género de materialidad especial, que según parece es M1...si el animal enemigo vencido en la guerra no es divino...","Me parece que hay que esperar. (juicio)","Te pareces a tu padre en esta foto. (semejanza)",FALSE,FALSE
"confio","Y cada vez <strong>confio</strong> menos en que el PP, o cualquier otro partido dentro del actual régimen, sea capaz de dar un giro al guión de acabar con España.","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"creo","Y se lo digo, porque <strong>creo</strong> que o bien Germán no ha leído todos los mensajes criticados de Vega y meramente sigue la corriente Pardo-Armesilla, o su lectura es un tanto prejuiciosa.","Yo creo que hay que esperar. (juicio)","Yo creo en la resurrección de Jesucristo. (creencia)",FALSE,FALSE
"virtualmente","Obviamente no hay escasez de energía en la naturaleza y no hay razón inherente por la que la humanidad no pueda ser capaz de continuar con el progreso de los dos últimos siglos y obtener un acceso económico a más y más oferta de una energía natural <strong>virtualmente</strong> infinita.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"multiples","En realidad no hay un Derecho humano, lo que hay son <strong>multiples</strong> códigos nacionales, múltiples Derechos positivos...y yo prefiero ser español y americano antes que morito.","Tenemos múltiples servicios disponibles.","Otro",FALSE,FALSE
"espero","Te contesto -aunque no <strong>espero</strong> respuesta- a tus requerimientos:","Espero que todo salga bien. (posibilidad)","Espero tu respuesta antes del Lunes. (orden)",FALSE,FALSE
"podrias","Pero también <strong>podrias</strong> plantearte -a parte de que no veo por qué has tenido que recurrir a este argumento, digamos demonizador o anormalizador- que los límites entre ""normalidad"" y ""locura"" son borrosos.","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"entiendo","Cuando se habla de la película El sexto sentido, <strong>entiendo</strong> que el calificativo de «película tramposa» que se le prodiga no es por el hecho de ser película, sino por la vulneración de las normas de la verosimilitud, para usar la terminología de Aristóteles, que toda obra artística intenta cumplir.","Como yo lo entiendo, me quedaré en tu casa mañana. (juicio)","Yo entiendo la tarea de matemáticas. (comprensión)",FALSE,FALSE
"parece","Esto abstractamente <strong>parece</strong> una simple verdad, pero no lo es... Y no lo es por la simplicísima razón de que no se trata sólo de economía o de sólo elevar la mente del Sr. Vargas a la cual suponemos bien elevada-, sino porque lo imposible es enseñar la virtud política y elevar las mentes de, por ejemplo, cuarenta y tres millones de personas, por no hablar ya de los seis mil millones del entero planeta.","Me parece que hay que esperar. (juicio)","Te pareces a tu padre en esta foto. (semejanza)",FALSE,FALSE
"principalmente","Baldomero dice que Rufino había dicho: &lt;...os recuerdo que es <strong>principalmente</strong> por el miedo por lo que se somete a la gente.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
