segment	proposition	belief_type
Ha la muerte de Muhammad, Khalil derroto a una coalicion de ejercitos arabes politeistas que se proponian destruir a la comunidad musulmana durante el reinado del califa Abu Bark, pero aun en tiempo de Muhammad, tres meses despues de su conversion Khalil partio con un ejercito de 3000 hombres a la region de Mutah en Siria que era territorio Bizantino, se enfrento en una batalla contra el ejercito bizantino que era de 200.000 contando sus tropas arabes auxiliares, khalil fue derrotado pero salvo [gran parte] del ejercito.	gran parte	HPROP
Yo fumo [ocasionalmente].	ocasionalmente	HPROP
Claro, claro, y de [seguro] que todos escribimos igualito, hasta con el mismo color de letra así como su amiguito el baneado TRES VECES olivercap.	seguro	HREL
En realidad tengo 30 juegos, pero [asumo] que mucho de ellos algun dia los pasare.	asumo	HREL
[puede] ser qe el faso me haya bajado la presion un toqe porque me suele pasar eso de vez en cuando, y maquine mal con la panza y la pasti me tiro para abajo.	puede	HREL
Lo primero que les voy a mostrar son las señales que ellas mandan y que son por demás clarísimas, aunque, en verdad, [supongo] que ustedes ni cuenta se dan..,	supongo	HREL
ni idea cuanto estará ese modelo, pero de lo que sí estoy seguro es de que cuesta mas de 100 soles, quiza este en un rango de 250-300 soles o [quiza] más, y bueno, eso de como saber si es original o no, la verdad no lo veo necesario, no creo que tu primo estando en usa te regale cosas bambas	quiza	NH
Y sí, [suena] a flatulencia porque está bien AL PEDO.	suena	HREL
"Seria bueno que regrese Zona de Miedo.... me [imagino] que para hacerle competencia al programate de Carlin ""Psiquicos""..."	imagino	HREL
hay [algun] team formado?	algun	HPROP
Las mismas acciones siempre generan los mismos resultados, claro quizá con otro aire, otras personas, otras circunstancias, pero [esencialmente] se obtienen los mismos resultados.	esencialmente	HPROP
"Mi comentario fue tambien por parte de os rumores extendidos de los ""negocios"" que hacen nuestras fuerzas armadas y el caso del hermano de humala, cuando la prensa [especulo] sobre las ""conversaciones"" de este con algunos militares rusos y se especulo sobre ""faenon"""	especulo	HREL
Lo hicieron [casi] sin publicidad y nadie sabe que es lo que hicieron allá y que es lo que tienen montado.	casi	HPROP
El doctor que me atendió sí me dijo que es posible que no salga con un 20/20, eso puede ocurrir, es más, hasta sé que en algún tiempo puede regresar, incluso puedes necesitar lentes para ver de cerca, y no exactamente porque el laser haya dañado tu ojo, sino que a veces la miopía puede estar cubriendo alguna otra carencia visual... [particularmente] el problema que a mí me ha surgido es que mis ojos se llenan de grasita, y es que mis pestañas son de tipo graso, y cuando usaba lentes toda esa grasita se quedaban en las lunas (ahhora entiendo porque no me duraban las resinas!), pero ahora que ya no los uso se me van a mis ojos cuando duermo, la solución que me han dado es lavarme las pestañas con agua y un poquito de champú, pero en realidad deshacerse de los lentes es una maravilla, yo estoy super feliz!!!	particularmente	HPROP
Esto es patente en la publicidad y [virtualmente] en cualquier espacio de la sociedad de consumo en la que vivimos.	virtualmente	HPROP
Lo de amloista.. lo [podria] pasar...	podria	NH
También estamos a favor de que todo joven mexicano, [particularmente] los de pobreza extrema, tenga derecho y acceso a un par de tenis Louis Vuitton de 12 mil pesos.	particularmente	HPROP
Las diferencias estan en que el MDMA funciona principalmente liberando serotonina, mientras que la Mefedrona funciona [principalmente] liberando dopamina.	principalmente	HPROP
Pero de esa manera asi como piensan los jovenes y varones en la actualidad, [basicamente] las posibilidades que te tomen en serio son bajas, serias mas que todo el levante de una noche, ahora si le gustas claro te va seguir buscando para otras veces mas y si es desacomplejado o sumamente monse quiza se enamore de ti.... no digo que sea malo, pero asi estan las cosas ahora.	basicamente	HPROP
La Fundación Vicente Ferrer lleva a cabo su labor humanitaria en el estado de Andhra Pradesh y presta ayuda a más de 2,5 millones de personas en la región de Ananatapur, gracias en [gran parte] a los 155.000 socios que tiene en España	gran parte	HPROP
Claro que hay quien se burla de lo que hacen los demás, pero por todos lados existen personas que se dedican a eso, dime si no es así, claro que [hay quien] se burla pero a la goma con ellos, y mira que yo tengo cada compañero de trabajo que a lo único que se dedican es a ver la paja en el ojo ajeno y que etiquetan a la gente por su edad, su modo de vestir, su vida privada, etc. y ahí pues ni modo de mentir.	hay quien	HPROP
En la TV veo muy [frecuentemente] los anuncios de Open English.	frecuentemente	HPROP
Cortés planeó una victoria en base a la estrategia: fue sobornando con tesoros a [gran parte] de los hombres de Narváez, luego abandonando Tenochtitlán cayó sorpresivamente sobre Narváez en Cempoala; quien inútilmente intentó organizar un contraataque, ya que sus propias huestes habían saboteado la artillería y caballería, quedando tuerto durante la reyerta fue hecho prisionero.	gran parte	HPROP
Pero [usualmente] a carro lleno, si dices que estaba vacio seguro queria algo.	usualmente	HPROP
Y no, no creo que por mas pensar sea malo, si no lo contrario, cuando piensas mas, encuentras mas respuestas, y mas explicacion a la vida, que a veces la entidad antes [aparentemente] invisible llamada sociedad, le vas encontrando sentido.	aparentemente	NH
yo para credito de estudios obtuve tengo una TCEA de 10.5% que ya la pague, ahora [parcialmente] compre un auto con una TCEA de 9.5%.	parcialmente	HPROP
Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, [generalmente] ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.	generalmente	HPROP
EN relacion calidad precio [diria] que el Nexus4...lo malo es que no se consigue asi nomas	diria	HREL
[a veces], tienes que utilizar contracciones y, a veces, no.	a veces	HPROP
Aca encontre unos videos por accidente en el youtube que trata de los derechos humanos, es en buena cuenta algo [bastante] similiar a lo que pienso y ya habai publicado, asi que me gustaria compartirlo con ustedes a ver que opinan:	bastante	HPROP
Es que el ser humano es así, tiene su alta cuota de irracionalidad, sino mira que aún existen comunistas a pesar de habérseles derrumbado un muro en sus narices hace [un par] de décadas.	un par	HPROP
[asumo] que anteriormente ya haz tenido postpago ?	asumo	HREL
"Desde mi punto de vista cuando se trata de necesidades basicas del ser humano tales como la salud, es inhumano poner costos elevados y que cualquier persona no pueda atenderse (como sucede en [la mayoria] de los paises occidentales, EUA es el UNICO pais donde no hay cobertura universal de salu... Bien ganado el mote de ""paraiso capitalista"" -porque en ese fatidico sistema solo eres feliz si tienes dinero-)."	la mayoria	HPROP
Como veo que no hay problema en mencionar proveedores de servicios, aqui les dejo uno: en este yo [confio] porque siempre he trabajado con el.	confio	HREL
El de Metroid Prime Hunters me [parece] chévere.	parece	HREL
"Para mi hay [multiples] razones para estar en contra de los toros, a las ya conocidas de crueldad y tortura hacia los animales, me planteo otro problema mas profundo y es "" hasta que punto el animal humano tiene derecho a imponer sus normas a las otras especies animales"""	multiples	HPROP
[poco] grave la situacion y me he kedado misio y lo que voy a conseguir esta semana es para	poco	NH
Yo [confio] en un buen resultado para la vuelta en Trujillo.	confio	HREL
eso me paso [un par] de veces, creo que es porq alguien te quiero joder o una venganza o envidia de que salgas muy papi en tu foto de perfil.	un par	HPROP
"Las pantallas de Plasma poseen la mayor calidad de colores, de contraste (la mayor reproducción del color negro) y de tiempo de respuesta asi que [tecnicamente] seria el mas adecuado para jugar con una consola sin embargo ya hemos visto sus puntos en contra, la pantalla necesariamente será vidriada lo que produce reflejos del ambiente en lugares iluminados y existe la remota posibilidad de ""pantalla quemada"" que consiste en que al mostrar imágenes por un tiempo prolongado estas quedaban literalmente ""grabadas"" en la pantalla, algo asi como una huella..."	tecnicamente	HPROP
Era el “lazo” uno de sus medios ofensivos: montados los que le seguían en ligeros caballos, se precipitaban sobre las filas del enemigo revoloteando el lazo y haciéndolo caer sobre los que querían sacar de ellas, y en seguida ataban la otra extremidad de la cuerda a la cabeza de la silla del caballo que montaban y partían veloces arrastrando tras si al que habían lazado, y que [rara vez] quedaba con vida; todas estas operaciones se efectuaban en pocos momentos, y por lo común el jinete y el caballo escapaban de las balas, debido a la rapidez del asalto.	rara vez	HPROP
He sido torpe (una vez más) y lo [asumo].	asumo	NH
"dicen que tenian meses planeandolo y la propia ingrid dice que al ver que llego el helicoptero por ellos y vio como se hablaban y trataban los terroristas y los convencieron de que iban a trasladarlos a otro lugar - que dicen era frecuente este cambio- hasta ella misma los [considero] terroristas y al final al tumbar al ""cesar"" ella penso que se habia caido y no, es que el pseudoterrorista ( que en realidad era del ejercito de colombia) lo habia maniatado de pies y cabezas y les dijo "" somos del ejercito colombiano estan libres """	considero	HREL
No se porque pero al no estar la seleccion de MI MEXICO QUERIDO simplemente y [ocasionalmente] veo los partidos buscando algun buen juego de conjunto o una genialidad pero ya no con el HUMOR de antes cuando estaba en juego la participacion de la seleccion mexicana.	ocasionalmente	HPROP
No sé si habrá algun compatriota aquí, me [imagino] que si...	imagino	HREL
Seguir comprando mas diarios y empresas [supongo]	supongo	HREL
[seguido] de arresto domiciliario	seguido	NH
En ésta, en efecto, el proceso ascético de formación de un sujeto [esencialmente] pensante, el ego cogitans, desea convivir con la perspectiva de un verdadero ser humano æcomo lo llama Descartesæ corporalmente comprometido y pendiente ya no tanto de la verdad como de la utilidad y felicidad que las cosas pueden reportarnos si acertamos a tomarlas con sabiduría.	esencialmente	HPROP
"Ben Stiller, no cuenta y Joe Black, la verdad no es un Actor de Comedia propiamente dicho y salvo la ""Escuela del Rock"" no tiene otra obra notable [diria] yo"	diria	HREL
Otra cosa gente, no quemen galeria jardin, hoy en dia uno los compra tranqui ahi, dentro de poco x culpa de clarin o [algun] otro medio de mierda, a alguien le va a caer la ficha y va a decidir hacer ilegal el nitrito de isopropilo...	algun	HPROP
