segment	proposition	belief_type
Mientras me voy poniendo al día de las novedades (el diseño de la página ha cambiado en este último mes o soy yo que tengo amnesia?), poco a poco porque ya sabéis que en spaniards no [puede] uno despistarse ni dos días (los foros crecen como los hongos!!), qué os parece si os lo vais pensando?	puede	NH
¡Eso [espero]!	espero	HREL
El puso una lechuga cortada (sin aliñar) y sacó dos botes de salsa barbacoa abiertos de [quien sabe] cuándo.	quien sabe	HREL
Es como me [siento] yo por parte de la Administración de la Comunidad Valenciana, completamente excluído... a lo mejor es tener demasiadas pretnesiones... ;)	siento	HREL
"(o 9 gr en 1 litro) [hay quien] le pone bicarbonato, pero bueno, eso depende de la ""receta""."	hay quien	HPROP
En mi coche llevo una bandera de Asturias en la luna trasera, hace [un par] de semanas, iba para el norte por la M50 de Dublin y un tio de copiloto en una furgoneta me empieza a hacer gestos segun me adelanta, al cabo de unos segundos me enseño el pasaporte espaniardo XD	un par	HPROP
Mira esto, [tal vez] le interese, ya que no esta tan lejos.	tal vez	HREL
Yo personalmente creo que he tenido una suerte enorme con mi vida, ha sido emocionante, he hecho [practicamente] todo lo que queria hacer y tengo muchos suenyos que cumplir aun.	practicamente	HPROP
Si, [quiza] lo es para muchos, pero para mi es lo natural cuando intentas integrarte en una sociedad con la que no tienes absolutamente nada en comun.	quiza	HREL
Si [alguno] se presta voluntario para ayudarme o decirme donde ir a buscarla o como funciona el tema le estaria inmensamente agradecido.	alguno	HPROP
un cero a la izquierda o no?, Chile no hace tanto bajo la cristianisima tirania de Pinochet, tres cuartos de lo mismo, Surafrica hace [relativamente] poco los cristianisimos mantenian la esclavitud....y en USA hasta hace poco Obama no podria ser ni candidato...mas claro, insisto es lo de siempre los extremismos sea cual sea la religion, ideologia etc etc	relativamente	HPROP
debido a que estaba mirando pa celebrar el cumple de un amigo.... me encontré con que el tierra astur de gijón tiene muy buena pinta, casi mejor que el de colloto, así que mi idea, la cual [sugiero] solamente, es hacer la quedada veraniega en poniente en tierra astur: y así repetimos comida en un lugar del que todos salimos encantados y encima con vistas al mar ;-P	sugiero	HREL
No me refiero a dar clase en un colegio pero [tal vez] para actividades extraescolares o como monitor... Él hizo la especialidad de baloncesto (es que en Túnez se coge una especialidad dentro de magisterio de deporte en España no es así ya no sé cómo va en Francia)	tal vez	HREL
#3 LOL!! creo que aun 'sufriremos' a Manu [un par] de semanas mas jaja	un par	HPROP
También es cierto que [parece] que tiene derecho a enfadarse, pero eso es mala suerte.	parece	HREL
Los jóvenes de Estados Unidos, [aparentemente], se ha acercado a este lugar de encuentro y lo han adoptado como un instrumento más de agresión.	aparentemente	HPROP
[tal vez] incluso hagas amigos.	tal vez	HREL
Por supuesto cualquiera que maneje billetes [raramente] se acompaña de alguien fe@, sea hombre o mujer.	raramente	HPROP
"[se ve] que salen en las noticias portugueses, italianos y griegos pero en menor medida...Espanha es el pais con la tasa de paro con diferencia e imagino que con esa situacion muchos ""se echan al monte""."	se ve	HREL
“Quien vive ahí” no me gusta porque lo [considero] casi un insulto hacia los jóvenes en cuanto a que no vamos a tener casa en la puta vida.	considero	HREL
Si [alguno] de los datos de tu experiencia no encaja en el formato que tiene en el ordenador, experiencia descartada.	alguno	HPROP
Residiendo en España de forma regular (en otro caso sólo accedería a determinados servicios, [mas o menos] de urgencia) podría tener derecho a la asistencia sanitaria básicamente si trabaja, si tiene derecho a alguna prestación o subsidio o, finalmente, si carece de ingresos.	mas o menos	HPROP
Que la ignorancia respecto Espanya sea generalizada fuera de nuestras fronteras no debería sorprendernos tanto, después de todo desaparecimos de la faz de la tierra (como influencia o referencia) tras la guerra civil (o [seguramente] antes).	seguramente	HREL
[espero] haber contestado a tu pregunta, cualquier otra pregunta mandame un email privado con tu email o telefono, y me pondré en contacto contigo...	espero	HREL
a mi nunca me ha salido tampoco, ahora...muy [rara vez] cierro la sesion, simplemente cierro la pagina o me voy a otra.	rara vez	HPROP
Este eslabón [no se] encuentra en el individuo, sino fuera de él, en la cultura, que ha ido aquilatando durante generaciones formas colectivas históricamente determinadas y productos socialmente estructurados que toman forma de instrumentos, que nos construyen o nos conforman en condiciones de interacción con otros que nos la acercan.	no se	NH
No es tan mala como a veces se comenta y no [necesariamente], tiene que ser una función comercial (e.g.: Medical Affairs, Product Development, Technical Scientist, etc.).	necesariamente	HREL
"Ibarlucea para poder trabajar de forma legal tendrías que tener visa estudiante y con lo cual contratar un curso oficial ([podrias] trabajar un max de 20h semanales durante el curso y a jornada completa el mes de ""vacaciones"" despues de realizarlos), en cuanto a la sponsorización depende de tus estudios, de que tu profesion se encuentre entre las que demandan en el cupo anual,...aunque este año parece que las cosas están más difíciles de lo habitual por lo que cuentas los spaniards que están viviendo ya allí."	podrias	HREL
"Ese yo creo que es el meollo del asunto: respeto, que no es [esencialmente] la ""educación"" con mayúsculas que tanto se dice que tenemos los latinoamericanos porque aquí, el respeto también se traduce en miedo de expresarse, miedo del qué dirán, miedo a muchas cosas más que ""educación"", diplomacia o tacto."	esencialmente	HPROP
Donde la obra deja de ser políticamente correcta es cuando analiza el caso de los hispanos en Estados Unidos -se refiere [esencialmente] a los mexicanos y chicanos, dado que constituyen el 75 por ciento de esta etnia- y extrae ciertas conclusiones polémicas: si los hispanos -razona Harrison- arrastran los valores culturales ibéricos -refractarios al progreso y al orden democrático- esto explicaría su relativo fracaso dentro de la sociedad norteamericana, al revés de lo que sucede con las otras minorías mencionadas; de donde se deduce (Harrison no lo dice explícitamente) que no es esta la inmigración más conveniente para el país, pues de alguna forma lateral contribuye a acentuar la decadencia general de la nación.	esencialmente	HPROP
Y, como ponen por ahi arriba, de lo que mas me molesta en UK es que puedes conseguir [virtualmente] casi cualquier cosa en el mundo pero no agua oxigenada o alcohol de 96grados para las heridas, y ni siquiera betadyne!	virtualmente	HPROP
[quien sabe], igual coincides en tus planes con alguien de spaniards que también quiera ir y podeis buscar algo junt@s.	quien sabe	HREL
Aquí también comparto piso, por lo que [asumo] compartir piso en Granada (200 euros en un piso céntrico y medio lujoso)	asumo	HREL
pero [confio] en adelgazar cuando vuelva a Espania	confio	HREL
Ademas, una pinta es mas o menos como 2 tercios, y son alrededor de 5 euros (an [algunos] llega a 6, pero en otros baja de 4), mientras que en cualquier Pub de Valencia, un tercio de heineken ronda los 3 euros... que para el caso es lo mismo...	algunos	HPROP
Venga va! pues hacemos una quedadilla, no? para dar una vuelta y tomarnos algo! yo este finde no estoy aquí asi que [propongo] quedar el domingo 2 de mayo por la tarde ;) vamos a ver si nos cuadra bien a todos, ok? Bonne soirée!!	propongo	NH
Cuanto mas se cuestione, por mas gente, en menos tiempo, la Constitucion perdera utilidad y [probablemente ]este a punto de caramelo para su cambio, si no, ahi estara.	probablemente	HREL
[seguro] que tu sobrinA va a estar en casa muy bien.	seguro	HREL
"Dices: ""según el visado a mí no se me va a financiar ni total ni parcialmente, pero en realidad a mí sí que se me financia [parcialmente], porque algo de dinero me dan""."	parcialmente	HPROP
@robhood sí, estoy bastante integrado, de hecho me [siento] más en casa aquí que en España.	siento	HREL
Es como poner el ejemplo de escribir un anuncio de venta de coche en una web porno, donde la única relación es desembargar, correr y meter marcha jeje, [por decir algo].	por decir algo	HPROP
"Del estilo ""tengo la chorra pequeña"", significa ""que hora tienes""...el día que un coreano se acercó a un español en una expo allí en corea y le preguntó la hora de ese modo,por [poco] me meo encima."	poco	HPROP
Aunque [espero] que sí, que la semana que viene sea cuando lo echen por satélite.	espero	HREL
Diego Martínez es [sin duda] un joven brillante, pero ha leído su tesis doctoral en el 2010.	sin duda	HREL
Eso de mujer en Asia no lo [entiendo].	entiendo	HREL
O por lo menos de que la nena en cuestion se porte como [debe] ser contigo.	debe	HREL
es que las/os primeras/os semanas/meses son los mas difíciles amiga, en tu profil hay un apartado donde están las personas del foro mas cercanas a donde vives, prueba a ponerte en contacto con ellas, algunas de ellas seguramente hará mucho tiempo que no se conectan pero igual tienes suerte y encuentras a alguien, si no, como te dicen los demás mira en las charlas que hay de la gente que vive por tu zona...Estate atenta a esta charla porque seguro que [alguien] que viva por tu zona te escribirá pronto para quedar contigo.....Mucha suerte guapa!!!	alguien	HPROP
Hola mikkelido, gracias por tu sugerencia, ya conocia ambas webs, pero estoy interesada en algo mas temporal, solo por una semana, ya que hasta dentro de un mes [aproximadamente] no nos instalaremos de forma mas definitva en Perth.	aproximadamente	HPROP
Las corbatas y zapatos que iba dejando en el recibido y el salón cuando llegaba de trabajar terminaban tirados en el sótano (ups!)... y bueno, sigo sin tener la casa perfecta y es que yo tampoco soy perfecta pero las peleas sobre este cochino tema se han [reducido] bastante.	reducido	NH
Manuel! Yo acabo de llegar hace dos semanas a Dublin...y estoy hablando todo el rato en ingles, me gustaria poder ir a tomar una pinta con [alguien] espanol y comparar experienciassss!!	alguien	HPROP
Posiblemente se centrarian tambien en la cuestion fisica, la busqueda de humanos sanos seria una prioridad a la hora de ahorrar en seguridad social, tambien se buscarian unos canones de belleza que a dia de hoy son cambiantes, es decir, que si se llevan los rubios, ahora los morenos, despues los mulatos, que si ojos negros....asi que respecto [imagino] que hoy dia si podriamos disponer de una variedad considerable, claro que excluirian a los feos.	imagino	HREL
Aunque tu hicieses el papeleo de renuncia al nacionalizarte Holandés, cuando esos papeles les llegaron al consulado español de turno, se pusieron en una carpeta del olvido y allí están criando polvo... estos papeles por regla general no se suelen mandar al Registro Civil, que es dónde se [deberia] formalizar la renuncia a la nacionalidad Española.	deberia	NH
Y para lo que necesites, desahogarte, gritar, llorar [virtualmente], lo que sea.... pues ya sabes.	virtualmente	HPROP
Pero veo que estás en un régimen mucho mejor que el mío, [aparentemente] lo tuyo es más libertad condicional que aislamiento, jejejeje.	aparentemente	HPROP
Yo creo que Radiohead o NIN [no se] estan muriendo de hambre y fue muy famoso que el último disco de Radiohead lo daban en internet al precio que tu quisieras pagar (que podian ser 0 euros), y al final se sacaron una pasta gansa.	no se	NH
Le echaré morro, ahora iré a limpiar los cacharros (cosa que mi compañera no [debe] de saber lo que es... ya lo he dicho por ahí 72h una olla con arroz pegado, hay que ser guarris pero que muy guarris :D ) y si hago ruido o le salpica al portatil que se aguanten.	debe	HREL
Por Williamsburg hay mil sitios (Union Pool, the woods, peter candy store, brooklyn bowl...) Greenpoint o Park Slope también tienen mil opciones [un poco] más baratos que Manhattan y es un cambio :)	un poco	HPROP
los chistes de gallegos estan [relativamente] justificados, con el	relativamente	HPROP
"Además,cuando llamas a una puta dices lo que vas a hacer,no es que [de repente] le digas quiero que comas el ""orto"".Si es que hay tantos ingenuos en este foro...¿No véis los programas en televisión?"	de repente	HPROP
es igual con que sea un sitio tranquilo y [relativamente] cerca... ;)	relativamente	HPROP
Si entras en Estados Unidos y te vas a Mexico, cuando salgas por la frontera entregas el permiso que te dieron y no [deberias] de tener problema para volver a entrar.	deberias	HREL
"A mi me hace gracia el careto de la gente que no es Española cuando estás trabajando fuera, osea, los ""locales"", cuando les dices que lo de la siesta que en general no tenemos ni tiempo para hacerla y que tampco es tan típico, que será [seguramente] en la parte sur de España por el calor en verano..."	seguramente	HREL
Hola kaleva, no te preocupes por que Xalapa es una ciudad muy segura, mira yo soy muy miedosa y sin embargo voy [seguido] sola con mi hijo a xalapa.	seguido	HPROP
Si te casas con tu novia, quizá puedas entrar con el visado de ella (J1-J2), y [podrias] trabajar con un permiso.	podrias	HREL
Me contaba ayer una amiga que estaba cansada de su compañera de trabajo, no la soporta ni un minuto más...se cree impresindible y mira a todo el mundo como si fueran gusanos a los que ella [puede] pisar sin compasión.	puede	NH
Lo de los hoteles es [particularmente] falso, un 3 estrellas español suele ser ya un bastante buen hotel.	particularmente	HPROP
"Oye en Sevilla hay [un par] de sitios, en mi barrio, que pides la bandejita de fritos variados y te sientas en los veladores y cuando esta listo, te llaman por un altavoz, que arte :) ""Pepe, ven por tu pescaito mi arma"""	un par	HPROP
en cuanto a lo de los cursos de ingles, hay muchos que son gratuitos, en los institutos normales preguntas por cursos de ingles y tienen [varios] niveles y son gratis, yo antes de estar en londres vivia en Ascot un pueblecito por Berkshire y fui al instituto y me apunte a un curso de 4 meses gratis de esos del certificado de Cambridge y tal, primero te hacen una prueba de nivel y luego te colocan en un curso, esta bien porque lo puedes compaginar con el trabajo.	varios	HPROP
Acabo de llamar al Ministerio,le dije que mi solicitud estaba como icnrita,le dije fecha que la envie y todo.Me han contestado una mujer diciendo que son muchas y que la fecha no tiene orden [alguno],que ya han dado solucion a varias como admitidas,uqe tambien han excluido muchas definitivas y han registrado y que si no me ha llegado nada es normal esta icnrita peor aun no han revisado mi solicitud por papel.	alguno	HPROP
También si está amueblado, qué incluye y que no incluye, [raramente] (pero alguna vez) en la renta ya va incluido el council tax o el agua.. pero normalmente el inquilino es reponsable de darse de alta en las « utilities », si es por duración de 6 meses, un año, y si tienes una cláusula que te permite salirte del contrato a los x meses, etc..	raramente	HPROP
Tuve la suerte de vivir en Nueva York y desde hace [poco] vivo en Londres, pudiendo completar así mi NyLon particular.	poco	NH
A ver, [un par] de preguntitas, la cama es doble o sencilla?	un par	HPROP
Aprender no solo con respecto al mundo que nos rodea sino, [esencialmente], con respecto a lo que somos los seres humanos, a la complejdad del pensamiento y al por que nos comportamos del modo en que lo hacemos.	esencialmente	HPROP
El otro problema que pudiera tener es que si tiene tanto éxito, deja de haber oferta y demanda en los mercados internacionales de moneda y [podria] influencia el valor de referencia, en ese caso habría otros medios para establecer un valor, por ejemplo uno interno de la web.	podria	HREL
Me gusta como [suena].	suena	HREL
"Ese pecado de limpiar solo donde [se ve] y no en las esquinas se le llama ""barrer por donde ve la suegra"", y es mi deporte favorito."	se ve	NH
Estoy de au pair con una familia y entre semana solo puedo moverme x la zona, xo los findes los tengo libres [generalmente].	generalmente	HPROP
- Lo del tipo de documentacion, creo que [mas o menos] lo se por lo que he podido encontrar en Google, pero si a alguien le han pedido algo raro, por favor compartidlo.	mas o menos	HPROP
Para mi lo mejor de la cuidad es [sin duda] la oferta cultural que tiene, encuentras de todo para todos los publicos.	sin duda	HREL
Yo es que soy un poco friki y uno de mis sitios preferidos en Dinamarca es el castillo de Kronborg (donde se supone que se ambienta Hamlet) que está en Helsingør, [relativamente] cerca...	relativamente	HPROP
He visto algun hilo de desesperacion bueno la verdad que yo llevo [poco] tiempo aqui pero esta claro que aqui se está por un motivo sino hay otros sitios donde un espanol se encuentra mejor y mas si somos de playa y sin nieve.	poco	NH
Pero si la historia ha sido como yo la imagino o [especulo]... olé sus huevos.	especulo	HREL
Otra cosa, he estado leyendo que [a veces] si pierdes tu avión te recolocan en otro?? imagino que será si haces todos los vuelos con la misma compañía, no?	a veces	HPROP
Ya sé que quizás no sea este el mejor foro para preguntar esto, pero ya que últimamente lo visito [frecuentemente] y que hay bastante buena voluntad y presteza por parte de los usuarios de ayudar, pues aquí dejo mi duda.	frecuentemente	HPROP
-untarme con nutella (lo del baño me [parece] demasiado pegajoso)	parece	HREL
"Como [diria] mi admirado Forges.... "" Paissss...!!!"""	diria	NH
Como no conozco la zona, ni las comunicaciones ni los transportes, ¿qué ciudades periféricas a Amsterdam me recomendáis para vivir teniendo en cuenta mi nuevo lugar de trabajo y que movería en transporte público [principalmente] y ocasionalmente en moto?.	principalmente	HPROP
Efectivamente pero te darás cuenta que los hilos [raramente] se ciñen única y exclusivamente al tema principal.	raramente	HPROP
Pues por [multiples] sitios he estado en las ultmas tres semanas Victorio como bien atestigua mi cansado y maltratado higado...	multiples	HPROP
Igual que yo, pero no [encuentro] una respuesta clara en los historiales del foro.	encuentro	HREL
Aquí puedes encontrar a los más ateos del mundo, pero a los mas creyentes; a los más obesos y a la misma vez a los mejores deportistas del mundo; a los más pobres y a los más ricos; a incultos y a sabios, pero nos guste o no, o lo queramos recocer o no, los EEUU siempre será un país que levanta pasiones, envidia, curiosidad, pero [raramente] indiferencia.	raramente	HPROP
Te [sugiero] que las leas atentamente.	sugiero	HREL
De lo único que m alegro es cuando leo en algún post en YouTube d algún cocainómano/ heroinómano, etc diciendo que [tal vez] sea la hora d acabar con eso.	tal vez	HREL
Por lo demas [asumo] que al igual que me paso en cuando llegue a alemania las cosas se hacen de manera diferente y que cosas que doy por hecho seran de otro modo.	asumo	HREL
al NorthWoods solo he ido un par de veces, a ver si me fijo mejor y encuentro la maldita piedra pomez, la verdad es que [no se] me ha ocurrido mirar allí :S	no se	NH
Hilo relacionado que te puede aportar ideas y que abrió la fallecida [virtualmente] @elenasinhache.	virtualmente	NH
Yo [propongo] que el autor sea español o hispanoamericano para que el libro esté en castellano y así asegurarnos de que todo el mundo lo puede leer sin problemas.	propongo	HREL
"[creo] que el principal problema es que la gente confunde ""lo que le gustaría que pasara"" con ""lo que realmente pasa""."	creo	HREL
A mí algunas faltas me duelen, pero lo de escribir en mensaje SMS, de texto es que me mata, porque no estoy acostumbrada a leerlo, me cuesta mucho descifrar que preguntan, incluso de amigos que me mandan mensajes [ocasionalmente].	ocasionalmente	HPROP
"Cuando llevo algo que [considero] valioso, pongo encima de todo, dentro de la maleta un listado con las cosas que van adentro, si son electrónicas hasta el # de serie y parece que ""impresiona"" porque nunca se pierden las cosas del listado."	considero	NH
Está en el campo, así que me [encuentro] bastante aislada, no conozco a nadie, y me encantaría poder quedar con alguien para un te o lo que sea, la cuestión es relacionarme un poco!!! Voy a Wisbech los jueves a clase de inglés, también voy a March todas las semanas varias veces, según he visto Ely está a menos de media hora, Chaterris tampoco está muy lejos... Pues toda es zona.	encuentro	NH
[imagino] que en Reunion venderan farmacos franceses, olvidate del Hemoal y pide Germoloids de Bayer XD	imagino	HREL
Lo que no se puede hacer, a falta de 20 minutos de final es sacar a Pedrito y a Torres para que arreglen el partido, porque [no se] puede.	no se	NH
Adhule, no te preocupes que el avion es un [medio] de transporte muy seguro, yo tambien he volado con ryanair y no ha pasado nada, estuve trabajando en el aeropuerto y se que el avión lo revisan y que si notan lo mas minimo no sale, ademas piensa la cantidad de aviones que salen y entran al dia por ejemplo en barajas, y nunca ha pasado nada, y asi en un monton de aeropuertos de todo el mundo, asi que eso no sea un problema para poder alcanzar tus objetivos.	medio	HPROP
De lo que me quedan dudas, si leí bien la noticia, es de cómo se filtró la frase, porque [aparentemente] fue en el marco de una reunión del tipo con autoridades indias, no en una charla pública.	aparentemente	HPROP
[espero] que no haya problema, aunque lo mismo vale más la pena hacerlo así.	espero	HREL
¿Qué tal un tocino de cielo? a mi me encanta y [creo] que es muy español.	creo	HREL
, yo entiendo lo que has querido decir desde el principio, y por eso yo en principio siempre [confio] en la buena intención de las personas e intento no sacar las cosas de contexto... ;)	confio	HREL
"""Acto [seguido], Martínez dio a entender que la mujer que aborta ""mata a un niño indefenso"" y, por tanto, ""da a los varones la licencia absoluta, sin límites, de abusar"" de su cuerpo."""	seguido	NH
"Para ello se necesita el código swift y el número internacional de la cuenta (por así llamarlo)supongo que también se podrá hace a la inversa y para ello [deberias] de ponerte en contacto con los dos bancos sobre todo con el americano para que te faciliten esos datos bancarios,aquí se le llama ""Wire transfer"" no sé en español."	deberias	HREL
Si te vienes a UK [varios] meses, lo suyo es que te abras cuenta aqui.	varios	HPROP
Siempre he vivido en un piso y no se cuanto se [puede] llegar gastar en calefaccion en una casa.	puede	HREL
A mí me [parece] que está estupenda.	parece	HREL
Porque es una leyenda viviente que nos ha salvado en todos los partidos al menos una vez y porque me es imposible desacar a un solo jugador de campo de España, simplemente estuvieron todos espectaculares.... menos Arbeloa el unico del 11 inicial de España no incluido en la lista del torneo por la UEFA (y mira que los contrarios le dejaban una autopista para que subiera, pero el chaval es limitado, defiende bien pero [tecnicamente] no...)	tecnicamente	NH
Me pregunto, si además hay que presentar certificado de nivel de inglés, algun certificado de salud, [algun] documento de familia, o algun otro que requiera pedirlo antes...	algun	HPROP
He visto precios en fnac, mediamark y worten (alguna recomendacion??) y por unos 400/500€ hay [bastantes] cosas.	bastantes	HPROP
por los comentarios que pone, por el avatar o la foto, el nick... etc. [quiza] nunca hayas hablado con el/ella pero te llama la atención y te pica la curiosidad...	quiza	HREL
la verdad es que [parece] que pillamos a un parde pirados que madre jaja	parece	HREL
"Por tanto es un ""problema"" del medio en sí, que cambia la actitud de la gente y oculta [gran parte] del mensaje."	gran parte	HPROP
Pues aquí sentadita sin mover un dedo me ha surgido una oportunidad bastante buena de trabajo (o eso [parece]) que tendré que valorar poniendo todo en la balanza.	parece	HREL
Yo creo que sí que hay que diferenciarlo, no es lo mismo una persona que tenga toda sus raíces en España,que una persona cuyas raíces estén [parcialmente] en España.	parcialmente	HPROP
Me he fijado que estos y otras razas similares siempre llevan abrigos en invierno....pero [raramente] los veo en el parque cuando vamos a jugar!	raramente	HPROP
La contraparte son los Conservadores, [usualmente] miembros del Partido Republicano.	usualmente	HPROP
Por cierto que LuxAeterna también se apunta, aunque aún tiene que mirar el transporte desde Overpelt, en la otra punta del país (cómo [suena] eso!)	suena	HREL
"Saco mi EC-Karte (la tarjeta esta alemana que no es ni visa ni nada) para comprobar que el logo es el mismo, y que no me he metido en una oficina del ""DeHucha Bank"" o [algo] así, pero no, efectivamente estoy en una oficina de un banco con el mismo nombre, el mismo logo, el mismo branding, pero que no tiene NADA que ver con el banco en el que me hice una cuenta."	algo	HPROP
Mi punto es: Bien, los españoles no dicen por favor, ni gracias ni tienen los convencionalismos sociales que existen en [casi] todos los países del mundo.	casi	HPROP
Según información directa de un suizo que se dedicaba a asistencia social, visitada en Zürich [frecuentemente], al parecer, por el gremio profesional del sexo, Zürich es una de las ciudades con mayor número de mujeres dedicadas a la más antigua profesión.	frecuentemente	HPROP
Eso si, de una marca un poco buena, las baratillas no [hay quien] las trague.	hay quien	HPROP
espero tener suerte... ya tengo [un poco] de miedo.	un poco	HPROP
¿[algun] consejo para que salga bien el pavo?	algun	HPROP
Ha [seguido] adelante el tema ??	seguido	NH
Ya se ha acostumbrado a los mince pies y no [hay quien] la pare! ya va por la cuarta caja que se ha zampado!!	hay quien	HPROP
Lo del flamenco es un ejemplo, extremo, [por decir algo].	por decir algo	HPROP
[aparentemente] es un grifo convencional de dos llaves y un pitorro, por lo que los ingenuos como yo, caemos como chinos y acabamos acordándonos de toda la familia del casero.	aparentemente	HPROP
Si te vas a los 30, ya [imagino] que vas con la pareja y a vivir solo, que es lo que se hace en España, pero la cosa es que compartiendo se podría uno independizar mucho antes.	imagino	HREL
Pero además del problema del idioma, que exigen un nivel muy alto de Inglés, existe también el problema de que para puestos [relativamente] cualificados prefieren a británicos.	relativamente	HPROP
España está en estado catastrófico, [tecnicamente] el país está rescatado, y el nivel de deuda, desempleo, miseria, precariedad y desesperación están en sus puntos más altos de toda la democracia.	tecnicamente	HPROP
Animo a todos a exigir vuestros derechos cuando vayais a una oficina de administración pública, porque los funcionarios [usualmente] son vagos, no quieren trabajar y entre ellos se cubren esa falta de dedicación a un trabajo que pagamos nosotros.	usualmente	HPROP
El movimiento es [esencialmente] la aplicación del método científico para fines sociales.	esencialmente	HPROP
Pertenezco a ese sector que no sabe lo que significa el TAE, el AER y demas familia, asi que si leo 1% [asumo] que me dan el 1% de lo que meta o un poco menos, a la cuenta de la vieja.	asumo	HREL
Cuando tenga niños, no sé qué pasará... Pero [confio] en salir adelante... Vamos, que hoy estoy positiva y pienso en positivo	confio	HREL
[propongo] quedada general para subir a Edimburgo y que  nos cuente sus experiencias.	propongo	HREL
En psicología si algo descubrí es que cada escuela afirmaba que las otras estaban desfasadas o bien eran [basicamente] erróneas.	basicamente	HPROP
Sitios como Sandyford, Stillorgan, Dundrum, (conozco más el sur) eran cuatro casas y poco más, o en muchos casos sólo enormes prados, y [asumo] que en el norte con blanchardstown, swords, o el oeste de la ciudad es exactamente lo mismo.	asumo	HREL
"Detrás de su cara de gilipollas, con las cejas en alto, [tal vez] en su cabeza se estuviera preguntando ""qué carajos me estará diciendo el africano éste?"" pretendiendo irse de rositas."	tal vez	HREL
Necesito una respuesta antes del 1-9-2013 que es cuando [deberia] mudarme.	deberia	NH
Yo tambien hace anyos que no iba a Londres, entonces [la mayoria] de espanyoles que se veian eran turistas haciendo fotos... ultimamente estoy yendo bastante y se ven muchos menos turistas espanyoles, pero muchos jovenes con trabajos basura, repartiendo publicidad, etc, con un ingles bastante pobre.	la mayoria	HPROP
certificado de penales con traducciòn literal.[rara vez] lo exigen,pero no viene de màs tenerlo.	rara vez	HPROP
no es el cuento de la cigarra y de la hormiga, si firmas un contrato lo tendras que cumplir, es una realidad no un cuento, y el que lo haya firmado y no lo haya [seguido] pues es lo que hay!	seguido	NH
Despues de los atentados [generalmente] la gente esta mas espabila, hablando generalmente,,, como en los trenes de ya sabeis donde hasta los aviones de todas partes y bueno, en cosas asi, la gente sabe de que va el rollo.	generalmente	HPROP
Tambien puedes ver la frecuencia, el tiempo que le cuesta llegar del centro a la universidad y los horarios en los que funciona, [quiza] no te compense... Si ya quieres vivir en otra zona y hacer trasbordo...	quiza	HREL
Si vas a los USA un par de veces al anho y te quedas [un par] de semanas cada vez para que no sea demasiado obvio, y mantienes una cuenta bancaria y todas tus tarjetas de credito pues nadie te va a decir nada.	un par	HPROP
illu, tu vestido promete, [siento] que la idea mental que me he creado no va a tener absolutamente nada que ver con el resultado final.	siento	HREL
Pues esque es un rollo lo que te [propongo], pero yo de ti tendria todo bajo llave jaja	propongo	HREL
"Hay una frase que has puesto: "" la sensación de que mi tiempo aquí se acaba y que debo pensar en el próximo destino"", para luego terminar diciendo "" frente a esa encrucijada de caminos en la que ahora yo me [encuentro]""."	encuentro	HREL
Lo que no [entiendo] es como los que viven con contratos temporales estan tan a favor de las indemnizaciones por despido.	entiendo	HREL
No lo sé, puede que sea de pueblo y que la gente con la que me muevo sea distinta, pero yo estoy segura de que [la mayoria] de la gente que conozco ante casos así denunciaría.	la mayoria	HPROP
En segundo lugar quedarían el francés y el árabe, [quiza].	quiza	HREL
"[considero] que hablo bien alemán, incluso con el tiempo la ü, la ä y la ö no son problemáticas, pero efectivamente los tiempos no los controlo, es más, muchas veces cuando la gente se ríe porque he dicho ""Schief"" en lugar de ""Schiff"" les pido que lo pronuncien y la diferencia, para ellos clarísima, es para mí casi imperceptible e impracticable, por mucho que lo oiga y por mucho que me sepa la teoría."	considero	HREL
Estar en un país desconocido, con una lengua no materna puede resultar [un poco] difícil al principio, contar con un apoyo siempre viene bien.	un poco	HPROP
[basicamente] te lavan con un guante de crin todo el cuerpo (exceptuando tus partes mas íntimas).	basicamente	HPROP
Creo que no [deberias] de tener problemas, en cualquier caso enterate correctamente cuanto antes porque si no tus opciones seria pedir el waiver a la embajada o irte mediante H1B, y las cosas se ponen mas dificiles.	deberias	HREL
Me parece que la tendencia es bastante positiva, algunos dirán que podrían haberse hecho las cosas más rápidamente, pero no había medios humanos ([principalmente]) ni económicos.	principalmente	HPROP
Yo no lo he probado nunca (ni una calada!) y [siento] decir que soy muy intransigente con los fumadores, así que me he alegrado mucho de ver este hilo y de todos aquellos que estáis saliendo de esa prisión.	siento	HREL
Pero ya lo que lo dices, prefiero beber acompañado, eso no significa que tomar algo por cuenta propia [ocasionalmente] me parezca un tabú.	ocasionalmente	HPROP
Me voy a Ciudad del Cabo [aproximadamente] en febrero, y puede ser que con trabajo ya desde aquí, en ello estamos, así que mi duda es, el visado que te dan yendo con trabajo es también de 6 meses y luego hay que renovarlo y pasar por toda la movida esa???	aproximadamente	HPROP
Y [quiza] echar de menos ciertas cosas.	quiza	HREL
A veces una situación de infidelidad [se ve] venir, se puede evitar.	se ve	HREL
"Y  creo que @lalautri2 esta casada con un britanico y por lo que [entiendo] no es de "" solo te susurran cuando esta borrachos o colocaos."""	entiendo	HREL
[hay quien] le gusta y se lo echa incluso al huevo frito con ajo... pero yo prefiero el limón...	hay quien	HPROP
Y dejaría viernes-sábado y [quiza] domingo (dependería del vuelo) para conocer NY y salir por ahí.	quiza	HREL
