_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,hedge,hedge:confidence,orig_hedge,hedge_gold,sentence,usage1,usage2
589156662,false,finalized,3,11/15/2014 23:49:11,yes,1.0,raramente,,Efectivamente pero te darás cuenta que los hilos <strong>raramente</strong> se ciñen única y exclusivamente al tema principal.,Raramente ceno en ese restaurante.,Otro
589156663,false,finalized,3,11/16/2014 00:24:55,yes,1.0,multiples,,Pues por <strong>multiples</strong> sitios he estado en las ultmas tres semanas Victorio como bien atestigua mi cansado y maltratado higado...,Tenemos múltiples servicios disponibles.,Otro
589156664,false,finalized,3,11/15/2014 23:53:26,yes,1.0,encuentro,,"Igual que yo, pero no <strong>encuentro</strong> una respuesta clara en los historiales del foro.",Lo encuentro un poco cuestionable.,Me encuentro en casa de María.
589156665,false,finalized,3,11/16/2014 01:01:51,yes,1.0,raramente,,"Aquí puedes encontrar a los más ateos del mundo, pero a los mas creyentes; a los más obesos y a la misma vez a los mejores deportistas del mundo; a los más pobres y a los más ricos; a incultos y a sabios, pero nos guste o no, o lo queramos recocer o no, los EEUU siempre será un país que levanta pasiones, envidia, curiosidad, pero <strong>raramente</strong> indiferencia.",Raramente ceno en ese restaurante.,Otro
589156666,false,finalized,3,11/16/2014 00:09:46,yes,1.0,sugiero,,Te <strong>sugiero</strong> que las leas atentamente.,Sugiero que esperemos un momento.,Sugiero y evoco recuerdos de la infancia al tocar el piano.
589156667,false,finalized,3,11/15/2014 23:38:24,yes,1.0,tal vez,,"De lo único que m alegro es cuando leo en algún post en YouTube d algún cocainómano/ heroinómano, etc diciendo que <strong>tal vez</strong> sea la hora d acabar con eso.",Tal vez sea mejor que hablemos con tu familia.,Otro
589156668,false,finalized,3,11/15/2014 23:43:46,yes,0.6751,asumo,,Por lo demas <strong>asumo</strong> que al igual que me paso en cuando llegue a alemania las cosas se hacen de manera diferente y que cosas que doy por hecho seran de otro modo.,Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156669,false,finalized,3,11/16/2014 00:18:48,no,0.6405,no se,,"al NorthWoods solo he ido un par de veces, a ver si me fijo mejor y encuentro la maldita piedra pomez, la verdad es que <strong>no se</strong> me ha ocurrido mirar allí :S",No sé si sea la mejor idea.,Esto no se puede hacer en menos de una hora.
589156670,false,finalized,3,11/16/2014 00:12:12,no,0.6885,virtualmente,,Hilo relacionado que te puede aportar ideas y que abrió la fallecida <strong>virtualmente</strong> @elenasinhache.,Es virtualmente imposible cruzar el valle caminando.,Yo me comunico virtualmente a través de mi computadora.
589156672,false,finalized,3,11/15/2014 23:49:15,yes,0.683,propongo,,Yo <strong>propongo</strong> que el autor sea español o hispanoamericano para que el libro esté en castellano y así asegurarnos de que todo el mundo lo puede leer sin problemas.,Propongo que esperemos unos momentos.,Propongo una reforma energética a nivel nacional.
589156673,false,finalized,3,11/15/2014 23:39:18,yes,0.6726,creo,,"<strong>creo</strong> que el principal problema es que la gente confunde ""lo que le gustaría que pasara"" con ""lo que realmente pasa"".",Yo creo que hay que esperar.,Yo creo en la resurrección de Jesucristo.
589156674,false,finalized,3,11/16/2014 00:09:46,yes,1.0,ocasionalmente,,"A mí algunas faltas me duelen, pero lo de escribir en mensaje SMS, de texto es que me mata, porque no estoy acostumbrada a leerlo, me cuesta mucho descifrar que preguntan, incluso de amigos que me mandan mensajes <strong>ocasionalmente</strong>.",Ocasionalmente visito a mis tíos en España.,Otro
589156675,false,finalized,3,11/15/2014 23:47:30,no,0.6774,considero,,"Cuando llevo algo que <strong>considero</strong> valioso, pongo encima de todo, dentro de la maleta un listado con las cosas que van adentro, si son electrónicas hasta el # de serie y parece que ""impresiona"" porque nunca se pierden las cosas del listado.",Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156676,false,finalized,3,11/16/2014 00:38:46,no,1.0,encuentro,,"Está en el campo, así que me <strong>encuentro</strong> bastante aislada, no conozco a nadie, y me encantaría poder quedar con alguien para un te o lo que sea, la cuestión es relacionarme un poco!!! Voy a Wisbech los jueves a clase de inglés, también voy a March todas las semanas varias veces, según he visto Ely está a menos de media hora, Chaterris tampoco está muy lejos... Pues toda es zona.",Lo encuentro un poco cuestionable.,Me encuentro en casa de María.
589156677,true,golden,6,"",yes,1.0,imagino,yes,"<strong>imagino</strong> que en Reunion venderan farmacos franceses, olvidate del Hemoal y pide Germoloids de Bayer XD",Imagino que hay que actuar cuanto antes.,Imagino un mundo sin violencia.
589156678,false,finalized,3,11/15/2014 23:49:11,no,1.0,no se,,"Lo que no se puede hacer, a falta de 20 minutos de final es sacar a Pedrito y a Torres para que arreglen el partido, porque <strong>no se</strong> puede.",No sé si sea la mejor idea.,Esto no se puede hacer en menos de una hora.
589156679,false,finalized,3,11/16/2014 00:19:30,yes,0.6514,medio,,"Adhule, no te preocupes que el avion es un <strong>medio</strong> de transporte muy seguro, yo tambien he volado con ryanair y no ha pasado nada, estuve trabajando en el aeropuerto y se que el avión lo revisan y que si notan lo mas minimo no sale, ademas piensa la cantidad de aviones que salen y entran al dia por ejemplo en barajas, y nunca ha pasado nada, y asi en un monton de aeropuertos de todo el mundo, asi que eso no sea un problema para poder alcanzar tus objetivos.",Juan está medio loco.,Mi asiento es el de en medio.
589156680,false,finalized,3,11/16/2014 00:32:17,yes,1.0,aparentemente,,"De lo que me quedan dudas, si leí bien la noticia, es de cómo se filtró la frase, porque <strong>aparentemente</strong> fue en el marco de una reunión del tipo con autoridades indias, no en una charla pública.",Aparentemente habrá un concierto esta tarde.,Otro
589156681,false,finalized,3,11/15/2014 23:58:43,yes,1.0,espero,,"<strong>espero</strong> que no haya problema, aunque lo mismo vale más la pena hacerlo así.",Espero que todo salga bien.,Espero una respuesta antes del Lunes.
589156682,false,finalized,3,11/16/2014 00:23:02,yes,1.0,creo,,¿Qué tal un tocino de cielo? a mi me encanta y <strong>creo</strong> que es muy español.,Yo creo que hay que esperar.,Yo creo en la resurrección de Jesucristo.
589156683,false,finalized,4,11/16/2014 00:07:32,yes,1.0,confio,,", yo entiendo lo que has querido decir desde el principio, y por eso yo en principio siempre <strong>confio</strong> en la buena intención de las personas e intento no sacar las cosas de contexto... ;)",Yo confío en que todo saldrá bien.,Confío el ciudado de mis hijos a José.
589156684,false,finalized,3,11/16/2014 00:42:10,no,1.0,seguido,,"""Acto <strong>seguido</strong>, Martínez dio a entender que la mujer que aborta ""mata a un niño indefenso"" y, por tanto, ""da a los varones la licencia absoluta, sin límites, de abusar"" de su cuerpo.""",Mis padres me visitan muy seguido.,Otro
589156685,true,golden,4,"",yes,1.0,deberias,yes,"Para ello se necesita el código swift y el número internacional de la cuenta (por así llamarlo)supongo que también se podrá hace a la inversa y para ello <strong>deberias</strong> de ponerte en contacto con los dos bancos sobre todo con el americano para que te faciliten esos datos bancarios,aquí se le llama ""Wire transfer"" no sé en español.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156686,false,finalized,3,11/15/2014 23:43:46,yes,1.0,varios,,"Si te vienes a UK <strong>varios</strong> meses, lo suyo es que te abras cuenta aqui.",Tenemos varios servicios disponibles.,Otro
589156687,false,finalized,3,11/16/2014 00:23:02,yes,0.6947,puede,,Siempre he vivido en un piso y no se cuanto se <strong>puede</strong> llegar gastar en calefaccion en una casa.,Esta ruta puede ser peligrosa.,José puede entrar gratuitamente por ser un estudiante.
589156688,false,finalized,3,11/15/2014 23:53:26,yes,0.6643,parece,,A mí me <strong>parece</strong> que está estupenda.,Me parece que hay que esperar.,Te pareces a tu padre en esta foto.
589156689,false,finalized,3,11/15/2014 23:58:43,no,0.6851,tecnicamente,,"Porque es una leyenda viviente que nos ha salvado en todos los partidos al menos una vez y porque me es imposible desacar a un solo jugador de campo de España, simplemente estuvieron todos espectaculares.... menos Arbeloa el unico del 11 inicial de España no incluido en la lista del torneo por la UEFA (y mira que los contrarios le dejaban una autopista para que subiera, pero el chaval es limitado, defiende bien pero <strong>tecnicamente</strong> no...)",Técnicamente no es una respuesta correcta.,Los resultados del estudio son técnicamente precisos.
589156690,false,finalized,3,11/16/2014 00:42:20,yes,1.0,algun,,"Me pregunto, si además hay que presentar certificado de nivel de inglés, algun certificado de salud, <strong>algun</strong> documento de familia, o algun otro que requiera pedirlo antes...",Algún lápiz habrá caído por la abertura.,Otro
589156691,false,finalized,3,11/16/2014 00:42:10,yes,1.0,bastantes,,"He visto precios en fnac, mediamark y worten (alguna recomendacion??) y por unos 400/500€ hay <strong>bastantes</strong> cosas.",Hay bastantes cosas por hacer.,Otro
589156692,false,finalized,3,11/16/2014 00:38:46,yes,1.0,quiza,,"por los comentarios que pone, por el avatar o la foto, el nick... etc. <strong>quiza</strong> nunca hayas hablado con el/ella pero te llama la atención y te pica la curiosidad...",Quizá sea mejor que hablemos con tu familia.,Otro
589156693,false,finalized,3,11/16/2014 00:45:23,yes,1.0,parece,,la verdad es que <strong>parece</strong> que pillamos a un parde pirados que madre jaja,Me parece que hay que esperar.,Te pareces a tu padre en esta foto.
589156694,false,finalized,3,11/15/2014 23:37:14,yes,1.0,gran parte,,"Por tanto es un ""problema"" del medio en sí, que cambia la actitud de la gente y oculta <strong>gran parte</strong> del mensaje.",Una gran parte de ustedes me conoce.,Otro
589156695,false,finalized,3,11/15/2014 23:53:20,yes,1.0,parece,,Pues aquí sentadita sin mover un dedo me ha surgido una oportunidad bastante buena de trabajo (o eso <strong>parece</strong>) que tendré que valorar poniendo todo en la balanza.,Me parece que hay que esperar.,Te pareces a tu padre en esta foto.
589156696,false,finalized,3,11/15/2014 23:39:18,yes,1.0,parcialmente,,"Yo creo que sí que hay que diferenciarlo, no es lo mismo una persona que tenga toda sus raíces en España,que una persona cuyas raíces estén <strong>parcialmente</strong> en España.",Lo que dices es parcialmente verdadero.,Otro
589156697,false,finalized,3,11/16/2014 00:19:58,yes,1.0,raramente,,Me he fijado que estos y otras razas similares siempre llevan abrigos en invierno....pero <strong>raramente</strong> los veo en el parque cuando vamos a jugar!,Raramente ceno en ese restaurante.,Otro
589156698,false,finalized,3,11/15/2014 23:38:24,yes,1.0,usualmente,,"La contraparte son los Conservadores, <strong>usualmente</strong> miembros del Partido Republicano.",Usualmente no salgo los jueves por la tarde.,Otro
589156699,false,finalized,3,11/16/2014 00:25:23,yes,1.0,suena,,"Por cierto que LuxAeterna también se apunta, aunque aún tiene que mirar el transporte desde Overpelt, en la otra punta del país (cómo <strong>suena</strong> eso!)",Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156700,false,finalized,3,11/16/2014 00:42:08,yes,1.0,algo,,"Saco mi EC-Karte (la tarjeta esta alemana que no es ni visa ni nada) para comprobar que el logo es el mismo, y que no me he metido en una oficina del ""DeHucha Bank"" o <strong>algo</strong> así, pero no, efectivamente estoy en una oficina de un banco con el mismo nombre, el mismo logo, el mismo branding, pero que no tiene NADA que ver con el banco en el que me hice una cuenta.",La situación es algo delicada.,Vi que algo se movía ayer por la noche.
589156701,false,finalized,3,11/15/2014 23:38:24,yes,1.0,casi,,"Mi punto es: Bien, los españoles no dicen por favor, ni gracias ni tienen los convencionalismos sociales que existen en <strong>casi</strong> todos los países del mundo.",Ya casi no hay librerías en el pueblo.,Casi llego tarde a la junta.
589156702,false,finalized,3,11/16/2014 00:23:00,yes,1.0,frecuentemente,,"Según información directa de un suizo que se dedicaba a asistencia social, visitada en Zürich <strong>frecuentemente</strong>, al parecer, por el gremio profesional del sexo, Zürich es una de las ciudades con mayor número de mujeres dedicadas a la más antigua profesión.",Mis padres me visitan frecuentemente.,Otro
589156703,false,finalized,3,11/16/2014 00:42:20,yes,1.0,hay quien,,"Eso si, de una marca un poco buena, las baratillas no <strong>hay quien</strong> las trague.",Hay quien dice que murió ahogado.,Otro
589156704,false,finalized,4,11/16/2014 00:07:32,yes,0.5323,un poco,,espero tener suerte... ya tengo <strong>un poco</strong> de miedo.,Es un poco atrevido hablarle de esa manera.,Preparé un poco de pollo para la comida.
589156705,false,finalized,3,11/15/2014 23:47:30,yes,0.6774,algun,,¿<strong>algun</strong> consejo para que salga bien el pavo?,Algún lápiz habrá caído por la abertura.,Otro
589156706,false,finalized,3,11/16/2014 00:42:21,no,1.0,seguido,,Ha <strong>seguido</strong> adelante el tema ??,Mis padres me visitan muy seguido.,Otro
589156707,false,finalized,3,11/16/2014 00:42:21,yes,1.0,hay quien,,Ya se ha acostumbrado a los mince pies y no <strong>hay quien</strong> la pare! ya va por la cuarta caja que se ha zampado!!,Hay quien dice que murió ahogado.,Otro
589156708,false,finalized,3,11/16/2014 00:32:17,yes,1.0,por decir algo,,"Lo del flamenco es un ejemplo, extremo, <strong>por decir algo</strong>.","Podrías salir a comer, por decir algo.",Castigaron a Manuel por decir algo ofensivo.
589156709,false,finalized,3,11/15/2014 23:43:46,yes,0.6751,aparentemente,,"<strong>aparentemente</strong> es un grifo convencional de dos llaves y un pitorro, por lo que los ingenuos como yo, caemos como chinos y acabamos acordándonos de toda la familia del casero.",Aparentemente habrá un concierto esta tarde.,Otro
589156710,false,finalized,3,11/15/2014 23:53:47,yes,0.6726,imagino,,"Si te vas a los 30, ya <strong>imagino</strong> que vas con la pareja y a vivir solo, que es lo que se hace en España, pero la cosa es que compartiendo se podría uno independizar mucho antes.",Imagino que hay que actuar cuanto antes.,Imagino un mundo sin violencia.
589156711,false,finalized,3,11/15/2014 23:49:15,yes,1.0,relativamente,,"Pero además del problema del idioma, que exigen un nivel muy alto de Inglés, existe también el problema de que para puestos <strong>relativamente</strong> cualificados prefieren a británicos.",Esto debería de ser relativamente sencillo.,Otro
589156712,false,finalized,3,11/16/2014 00:31:11,yes,0.6667,tecnicamente,,"España está en estado catastrófico, <strong>tecnicamente</strong> el país está rescatado, y el nivel de deuda, desempleo, miseria, precariedad y desesperación están en sus puntos más altos de toda la democracia.",Técnicamente no es una respuesta correcta.,Los resultados del estudio son técnicamente precisos.
589156713,false,finalized,3,11/15/2014 23:54:37,yes,1.0,usualmente,,"Animo a todos a exigir vuestros derechos cuando vayais a una oficina de administración pública, porque los funcionarios <strong>usualmente</strong> son vagos, no quieren trabajar y entre ellos se cubren esa falta de dedicación a un trabajo que pagamos nosotros.",Usualmente no salgo los jueves por la tarde.,Otro
589156714,false,finalized,3,11/16/2014 00:12:12,yes,1.0,esencialmente,,El movimiento es <strong>esencialmente</strong> la aplicación del método científico para fines sociales.,La película es esencialmente una parodia.,Otro
589156715,false,finalized,3,11/15/2014 23:46:56,yes,1.0,asumo,,"Pertenezco a ese sector que no sabe lo que significa el TAE, el AER y demas familia, asi que si leo 1% <strong>asumo</strong> que me dan el 1% de lo que meta o un poco menos, a la cuenta de la vieja.",Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156716,false,finalized,3,11/16/2014 00:11:28,yes,1.0,confio,,"Cuando tenga niños, no sé qué pasará... Pero <strong>confio</strong> en salir adelante... Vamos, que hoy estoy positiva y pienso en positivo",Yo confío en que todo saldrá bien.,Confío el ciudado de mis hijos a José.
589156717,false,finalized,3,11/15/2014 23:46:56,yes,1.0,propongo,,<strong>propongo</strong> quedada general para subir a Edimburgo y que  nos cuente sus experiencias.,Propongo que esperemos unos momentos.,Propongo una reforma energética a nivel nacional.
589156718,false,finalized,3,11/16/2014 00:23:02,yes,1.0,basicamente,,En psicología si algo descubrí es que cada escuela afirmaba que las otras estaban desfasadas o bien eran <strong>basicamente</strong> erróneas.,La película es básicamente una parodia.,Otro
589156719,false,finalized,3,11/15/2014 23:39:18,yes,1.0,asumo,,"Sitios como Sandyford, Stillorgan, Dundrum, (conozco más el sur) eran cuatro casas y poco más, o en muchos casos sólo enormes prados, y <strong>asumo</strong> que en el norte con blanchardstown, swords, o el oeste de la ciudad es exactamente lo mismo.",Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156720,false,finalized,3,11/16/2014 00:02:17,yes,0.7031,tal vez,,"Detrás de su cara de gilipollas, con las cejas en alto, <strong>tal vez</strong> en su cabeza se estuviera preguntando ""qué carajos me estará diciendo el africano éste?"" pretendiendo irse de rositas.",Tal vez sea mejor que hablemos con tu familia.,Otro
589156721,false,finalized,3,11/15/2014 23:49:15,no,1.0,deberia,,Necesito una respuesta antes del 1-9-2013 que es cuando <strong>deberia</strong> mudarme.,Debería ser difícil para tu familia.,La casa debería construirse en dos semanas.
589156722,true,golden,7,"",yes,1.0,la mayoria,yes,"Yo tambien hace anyos que no iba a Londres, entonces <strong>la mayoria</strong> de espanyoles que se veian eran turistas haciendo fotos... ultimamente estoy yendo bastante y se ven muchos menos turistas espanyoles, pero muchos jovenes con trabajos basura, repartiendo publicidad, etc, con un ingles bastante pobre.",La mayoría de ustedes me conoce.,Otro
589156723,false,finalized,3,11/16/2014 00:15:43,yes,1.0,rara vez,,"certificado de penales con traducciòn literal.<strong>rara vez</strong> lo exigen,pero no viene de màs tenerlo.",Rara vez ceno en ese restaurante.,Otro
589156724,false,finalized,3,11/15/2014 23:47:30,no,0.6452,seguido,,"no es el cuento de la cigarra y de la hormiga, si firmas un contrato lo tendras que cumplir, es una realidad no un cuento, y el que lo haya firmado y no lo haya <strong>seguido</strong> pues es lo que hay!",Mis padres me visitan muy seguido.,Otro
589156725,true,golden,4,"",yes,1.0,generalmente,yes,"Despues de los atentados <strong>generalmente</strong> la gente esta mas espabila, hablando generalmente,,, como en los trenes de ya sabeis donde hasta los aviones de todas partes y bueno, en cosas asi, la gente sabe de que va el rollo.",Generalmente no salgo los jueves por la tarde.,Otro
589156726,false,finalized,3,11/16/2014 00:42:21,yes,1.0,quiza,,"Tambien puedes ver la frecuencia, el tiempo que le cuesta llegar del centro a la universidad y los horarios en los que funciona, <strong>quiza</strong> no te compense... Si ya quieres vivir en otra zona y hacer trasbordo...",Quizá sea mejor que hablemos con tu familia.,Otro
589156727,false,finalized,3,11/15/2014 23:37:14,yes,1.0,un par,,"Si vas a los USA un par de veces al anho y te quedas <strong>un par</strong> de semanas cada vez para que no sea demasiado obvio, y mantienes una cuenta bancaria y todas tus tarjetas de credito pues nadie te va a decir nada.",Tengo un par de sugerencias.,La tercia vence al par en un juego de póquer.
589156728,false,finalized,3,11/15/2014 23:47:07,yes,1.0,siento,,"illu, tu vestido promete, <strong>siento</strong> que la idea mental que me he creado no va a tener absolutamente nada que ver con el resultado final.",Siento que podríamos trabajar más a fondo.,Siento un dolor fuerte en el estómago.
589156729,false,finalized,3,11/15/2014 23:46:56,yes,1.0,propongo,,"Pues esque es un rollo lo que te <strong>propongo</strong>, pero yo de ti tendria todo bajo llave jaja",Propongo que esperemos unos momentos.,Propongo una reforma energética a nivel nacional.
589156730,false,finalized,3,11/16/2014 00:06:13,yes,0.6829,encuentro,,"Hay una frase que has puesto: "" la sensación de que mi tiempo aquí se acaba y que debo pensar en el próximo destino"", para luego terminar diciendo "" frente a esa encrucijada de caminos en la que ahora yo me <strong>encuentro</strong>"".",Lo encuentro un poco cuestionable.,Me encuentro en casa de María.
589156731,false,finalized,3,11/16/2014 00:42:08,yes,1.0,entiendo,,Lo que no <strong>entiendo</strong> es como los que viven con contratos temporales estan tan a favor de las indemnizaciones por despido.,Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156732,false,finalized,3,11/15/2014 23:43:45,yes,1.0,la mayoria,,"No lo sé, puede que sea de pueblo y que la gente con la que me muevo sea distinta, pero yo estoy segura de que <strong>la mayoria</strong> de la gente que conozco ante casos así denunciaría.",La mayoría de ustedes me conoce.,Otro
589156733,false,finalized,3,11/15/2014 23:49:11,yes,0.6616,quiza,,"En segundo lugar quedarían el francés y el árabe, <strong>quiza</strong>.",Quizá sea mejor que hablemos con tu familia.,Otro
589156734,false,finalized,3,11/16/2014 01:28:36,yes,0.7033,considero,,"<strong>considero</strong> que hablo bien alemán, incluso con el tiempo la ü, la ä y la ö no son problemáticas, pero efectivamente los tiempos no los controlo, es más, muchas veces cuando la gente se ríe porque he dicho ""Schief"" en lugar de ""Schiff"" les pido que lo pronuncien y la diferencia, para ellos clarísima, es para mí casi imperceptible e impracticable, por mucho que lo oiga y por mucho que me sepa la teoría.",Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156735,true,golden,3,"",yes,1.0,un poco,yes,"Estar en un país desconocido, con una lengua no materna puede resultar <strong>un poco</strong> difícil al principio, contar con un apoyo siempre viene bien.",Es un poco atrevido hablarle de esa manera.,Preparé un poco de pollo para la comida.
589156736,false,finalized,3,11/16/2014 00:24:55,yes,1.0,basicamente,,<strong>basicamente</strong> te lavan con un guante de crin todo el cuerpo (exceptuando tus partes mas íntimas).,La película es básicamente una parodia.,Otro
589156737,false,finalized,3,11/16/2014 00:06:21,yes,1.0,deberias,,"Creo que no <strong>deberias</strong> de tener problemas, en cualquier caso enterate correctamente cuanto antes porque si no tus opciones seria pedir el waiver a la embajada o irte mediante H1B, y las cosas se ponen mas dificiles.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156738,false,finalized,3,11/16/2014 00:38:51,yes,0.6364,principalmente,,"Me parece que la tendencia es bastante positiva, algunos dirán que podrían haberse hecho las cosas más rápidamente, pero no había medios humanos (<strong>principalmente</strong>) ni económicos.",El orégano se usa principalmente como condimento.,Otro
589156739,false,finalized,3,11/16/2014 00:12:12,yes,1.0,siento,,"Yo no lo he probado nunca (ni una calada!) y <strong>siento</strong> decir que soy muy intransigente con los fumadores, así que me he alegrado mucho de ver este hilo y de todos aquellos que estáis saliendo de esa prisión.",Siento que podríamos trabajar más a fondo.,Siento un dolor fuerte en el estómago.
589156740,true,golden,4,"",yes,0.7617,ocasionalmente,,"Pero ya lo que lo dices, prefiero beber acompañado, eso no significa que tomar algo por cuenta propia <strong>ocasionalmente</strong> me parezca un tabú.",Ocasionalmente visito a mis tíos en España.,Otro
589156741,false,finalized,3,11/16/2014 00:40:07,yes,1.0,aproximadamente,,"Me voy a Ciudad del Cabo <strong>aproximadamente</strong> en febrero, y puede ser que con trabajo ya desde aquí, en ello estamos, así que mi duda es, el visado que te dan yendo con trabajo es también de 6 meses y luego hay que renovarlo y pasar por toda la movida esa???",La pared mide aproximadamente 15 metros.,Otro
589156742,false,finalized,3,11/15/2014 23:39:18,yes,1.0,quiza,,Y <strong>quiza</strong> echar de menos ciertas cosas.,Quizá sea mejor que hablemos con tu familia.,Otro
589156743,false,finalized,3,11/16/2014 00:02:17,yes,1.0,se ve,,"A veces una situación de infidelidad <strong>se ve</strong> venir, se puede evitar.",Se ve como una propuesta interesante.,Su casa se ve desde la colina.
589156744,false,finalized,3,11/16/2014 00:11:28,yes,0.6726,entiendo,,"Y  creo que @lalautri2 esta casada con un britanico y por lo que <strong>entiendo</strong> no es de "" solo te susurran cuando esta borrachos o colocaos.""",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156745,false,finalized,3,11/16/2014 00:32:17,yes,1.0,hay quien,,<strong>hay quien</strong> le gusta y se lo echa incluso al huevo frito con ajo... pero yo prefiero el limón...,Hay quien dice que murió ahogado.,Otro
589156746,false,finalized,3,11/16/2014 00:40:07,yes,0.6622,quiza,,Y dejaría viernes-sábado y <strong>quiza</strong> domingo (dependería del vuelo) para conocer NY y salir por ahí.,Quizá sea mejor que hablemos con tu familia.,Otro
589156747,false,finalized,4,11/16/2014 00:07:32,yes,1.0,casi,,"Una vez hace muuuchos anyos un profe de espanyol de la universidad de Frankfurto me dijo algo que nunca olvidaré, mitad en plan conya, mitad verdad como un templo, que las parejas de alemán y espanyola suelen funcionar muy bien, claro que nunca se puede generalizar, pero al contrario alemana con espanyol <strong>casi</strong> nunca...",Ya casi no hay librerías en el pueblo.,Casi llego tarde a la junta.
589156748,false,finalized,3,11/16/2014 00:38:46,yes,0.6947,creo,,"Sin embargo <strong>creo</strong> que ubik en su segundo comentario explica muy bien la situación, esos mexicanos son personas que en México viven en chabolas, en su vida entera soñarían con comprar siquiera una bicicleta, se compran pocas cosas en plazos pagando 40 veces el valor del producto, para irse a EEUU se pagan un pasaje de autobús que en el peor de los casos desde Oaxaca les sale en mil quinientos pesos (100 dólares) y por otros mil dólares les pasan la frontera y los llevan hasta Nebraska (por decir un sitio), para conseguir esa pasta se tardaron dos años de trabajo en México y ya en EEUU les pagan eso mismo en un par de meses, se compran un coche o camioneta y a vivir la vida.",Yo creo que hay que esperar.,Yo creo en la resurrección de Jesucristo.
589156749,false,finalized,3,11/16/2014 00:23:00,yes,1.0,mas o menos,,"Google no arroja datos, es un buscador que te enlaza a documentos con estadísticas y dependiendo de quien los ha publicado son <strong>mas o menos</strong> fiables.",Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156750,false,finalized,3,11/15/2014 23:53:47,yes,1.0,rara vez,,"Basura en el suelo: Rara vez veo a alguien tirar porquería al suelo, muy muy <strong>rara vez</strong>.",Rara vez ceno en ese restaurante.,Otro
589156751,false,finalized,3,11/15/2014 23:39:18,yes,1.0,bastantes,,"Yo en España he trabajado con <strong>bastantes</strong> latinos y eran parte del grupo, venían con nosotros de juerga, venían con su familía a nuestras reuniones...",Hay bastantes cosas por hacer.,Otro
589156752,false,finalized,3,11/15/2014 23:47:07,yes,1.0,tecnicamente,,"Hombre, nueva, lo que se dice nueva...<strong>tecnicamente</strong> si.",Técnicamente no es una respuesta correcta.,Los resultados del estudio son técnicamente precisos.
589156753,false,finalized,3,11/16/2014 00:23:02,yes,0.6947,espero,,"<strong>espero</strong> que te haya quedado claro y perdona si algo que yo haya dicho te haya sentado mal, pero pienso que hay que saber respetar la opinion de los demas y contribuir a ellas desde un angulo constructivo.",Espero que todo salga bien.,Espero una respuesta antes del Lunes.
589156754,false,finalized,3,11/15/2014 23:38:24,yes,0.6675,podrias,,Me <strong>podrias</strong> mandar información de la habitación por favor.,Podrías considerar otra solución.,Tú podrías imaginar un mundo sin violencia.
589156755,false,finalized,3,11/15/2014 23:47:07,no,1.0,se ve,,"Eso sí, unas lonchinas de ésas que <strong>se ve</strong> a través de ellas.",Se ve como una propuesta interesante.,Su casa se ve desde la colina.
589156756,false,finalized,3,11/16/2014 00:25:23,yes,1.0,de repente,,<strong>de repente</strong> cambia y hoy nieve!!!,De repente sentí muchas ganas de jugar futbol.,Otro
589156757,false,finalized,3,11/15/2014 23:46:56,yes,0.6502,quien sabe,,"para que veas <strong>quien sabe</strong> y conoce USA de verdad, jajaajajaj!",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
589156758,false,finalized,3,11/16/2014 00:06:21,no,0.6726,seguido,,"Pero claro, no creo que otros paises sean diferentes que al fin y al cabo tambien me acuerdo de ciertas frases españolas que me confunded............especialmente lo de ""que aproveche"" (<strong>seguido</strong> de respuesta tonta) ""si gusta...?""",Mis padres me visitan muy seguido.,Otro
589156759,false,finalized,3,11/15/2014 23:37:14,yes,1.0,parcialmente,,"Suele ser la mujer la que sacrifica su empleo total o <strong>parcialmente</strong> para estar más tiempo con los hijos o para ajustarse al horario del colegio, etc.",Lo que dices es parcialmente verdadero.,Otro
589156760,false,finalized,3,11/15/2014 23:54:37,yes,1.0,imagino,,"Yo también tengo mucha, y me <strong>imagino</strong> que cuando los que tenemos mucha paciencia nos cabreamos, nos cabreamos de verdad, pero de verdad de la buena.",Imagino que hay que actuar cuanto antes.,Imagino un mundo sin violencia.
589156761,false,finalized,3,11/16/2014 00:15:00,yes,1.0,esencialmente,,"Por ejemplo, llevar la cabeza cubierta en sitios públicos, celebrar su propio calendario festivo, mantener el rol del hombre/mujer, hijos/hijas de la cultura de procedencia, forma de relación social (en comunidades crecientes de su mismo origen), gastronomía... es decir, mantienen casi idéntica escena social y cultural que en su país de origen con la diferencia de tener trabajo y derechos, mejor cobertura social y aspectos no <strong>esencialmente</strong> culturales sino de bienestar material.",La película es esencialmente una parodia.,Otro
